"TIME","GEO","UNIT","ICHA11_HC","Value","Value_imp"
2009,"Bulgaria","Million euro","Current health care expenditure (CHE)",3003.51,TRUE
2009,"Bulgaria","Million euro","Curative care and rehabilitative care",1608.72,TRUE
2009,"Bulgaria","Million euro","Curative care",1555.56,TRUE
2009,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",1047.44,TRUE
2009,"Bulgaria","Million euro","Inpatient curative care",1003.69,TRUE
2009,"Czechia","Million euro","Current health care expenditure (CHE)",12202.11,TRUE
2009,"Czechia","Million euro","Curative care and rehabilitative care",6545.97,TRUE
2009,"Czechia","Million euro","Curative care",6005.52,TRUE
2009,"Czechia","Million euro","Inpatient curative and rehabilitative care",2982.27,TRUE
2009,"Czechia","Million euro","Inpatient curative care",2749.67,TRUE
2009,"Denmark","Million euro","Current health care expenditure (CHE)",25167.02,TRUE
2009,"Denmark","Million euro","Curative care and rehabilitative care",14164.09,TRUE
2009,"Denmark","Million euro","Curative care",13971.84,TRUE
2009,"Denmark","Million euro","Inpatient curative and rehabilitative care",7162.92,TRUE
2009,"Denmark","Million euro","Inpatient curative care",7162.92,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",274841,FALSE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",140782,FALSE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",132343,FALSE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",74687,FALSE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",67076,FALSE
2009,"Estonia","Million euro","Current health care expenditure (CHE)",925.55,FALSE
2009,"Estonia","Million euro","Curative care and rehabilitative care",534.32,FALSE
2009,"Estonia","Million euro","Curative care",519.45,FALSE
2009,"Estonia","Million euro","Inpatient curative and rehabilitative care",252.35,FALSE
2009,"Estonia","Million euro","Inpatient curative care",247.4,FALSE
2009,"Ireland","Million euro","Current health care expenditure (CHE)",18505.51,TRUE
2009,"Ireland","Million euro","Curative care and rehabilitative care",9955.94,TRUE
2009,"Ireland","Million euro","Curative care",15566.94,TRUE
2009,"Ireland","Million euro","Inpatient curative and rehabilitative care",4453.2,TRUE
2009,"Ireland","Million euro","Inpatient curative care",8868.22,TRUE
2009,"Greece","Million euro","Current health care expenditure (CHE)",22344.57,FALSE
2009,"Greece","Million euro","Curative care and rehabilitative care",14067.48,FALSE
2009,"Greece","Million euro","Curative care",14055.96,FALSE
2009,"Greece","Million euro","Inpatient curative and rehabilitative care",8774.24,FALSE
2009,"Greece","Million euro","Inpatient curative care",8765.23,FALSE
2009,"Spain","Million euro","Current health care expenditure (CHE)",97384.01,FALSE
2009,"Spain","Million euro","Curative care and rehabilitative care",55541.06,FALSE
2009,"Spain","Million euro","Curative care",55541.06,FALSE
2009,"Spain","Million euro","Inpatient curative and rehabilitative care",23064.13,FALSE
2009,"Spain","Million euro","Inpatient curative care",23064.13,FALSE
2009,"France","Million euro","Current health care expenditure (CHE)",218751.88,FALSE
2009,"France","Million euro","Curative care and rehabilitative care",114699.39,FALSE
2009,"France","Million euro","Curative care",93239.52,FALSE
2009,"France","Million euro","Inpatient curative and rehabilitative care",62256.26,FALSE
2009,"France","Million euro","Inpatient curative care",46978,FALSE
2009,"Croatia","Million euro","Current health care expenditure (CHE)",2907.78,TRUE
2009,"Croatia","Million euro","Curative care and rehabilitative care",1623.96,TRUE
2009,"Croatia","Million euro","Curative care",1531.85,TRUE
2009,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2009,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2009,"Italy","Million euro","Current health care expenditure (CHE)",142676,TRUE
2009,"Italy","Million euro","Curative care and rehabilitative care",79760,TRUE
2009,"Italy","Million euro","Curative care",15566.94,TRUE
2009,"Italy","Million euro","Inpatient curative and rehabilitative care",41034,TRUE
2009,"Italy","Million euro","Inpatient curative care",8868.22,TRUE
2009,"Cyprus","Million euro","Current health care expenditure (CHE)",1274.3,TRUE
2009,"Cyprus","Million euro","Curative care and rehabilitative care",821.3,TRUE
2009,"Cyprus","Million euro","Curative care",740.63,TRUE
2009,"Cyprus","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2009,"Cyprus","Million euro","Inpatient curative care",365.72,TRUE
2009,"Latvia","Million euro","Current health care expenditure (CHE)",1290.77,TRUE
2009,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2009,"Latvia","Million euro","Curative care",618.56,TRUE
2009,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2009,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2009,"Lithuania","Million euro","Current health care expenditure (CHE)",1981.24,FALSE
2009,"Lithuania","Million euro","Curative care and rehabilitative care",1029.26,FALSE
2009,"Lithuania","Million euro","Curative care",960.47,FALSE
2009,"Lithuania","Million euro","Inpatient curative and rehabilitative care",561.55,FALSE
2009,"Lithuania","Million euro","Inpatient curative care",498.88,FALSE
2009,"Luxembourg","Million euro","Current health care expenditure (CHE)",2570.38,TRUE
2009,"Luxembourg","Million euro","Curative care and rehabilitative care",1407.85,TRUE
2009,"Luxembourg","Million euro","Curative care",1327.2,TRUE
2009,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",667.33,TRUE
2009,"Luxembourg","Million euro","Inpatient curative care",632.53,TRUE
2009,"Hungary","Million euro","Current health care expenditure (CHE)",6832.62,FALSE
2009,"Hungary","Million euro","Curative care and rehabilitative care",3286.49,FALSE
2009,"Hungary","Million euro","Curative care",3043.39,FALSE
2009,"Hungary","Million euro","Inpatient curative and rehabilitative care",1715.82,FALSE
2009,"Hungary","Million euro","Inpatient curative care",1534.73,FALSE
2009,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2009,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2009,"Malta","Million euro","Curative care",414.01,TRUE
2009,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2009,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2009,"Netherlands","Million euro","Current health care expenditure (CHE)",62439.91,FALSE
2009,"Netherlands","Million euro","Curative care and rehabilitative care",30442.87,FALSE
2009,"Netherlands","Million euro","Curative care",28156.29,FALSE
2009,"Netherlands","Million euro","Inpatient curative and rehabilitative care",12797.14,FALSE
2009,"Netherlands","Million euro","Inpatient curative care",12171.97,FALSE
2009,"Austria","Million euro","Current health care expenditure (CHE)",29454.88,FALSE
2009,"Austria","Million euro","Curative care and rehabilitative care",17475.06,FALSE
2009,"Austria","Million euro","Curative care",15728.37,FALSE
2009,"Austria","Million euro","Inpatient curative and rehabilitative care",10039.02,FALSE
2009,"Austria","Million euro","Inpatient curative care",8832.4,FALSE
2009,"Poland","Million euro","Current health care expenditure (CHE)",25681.21,TRUE
2009,"Poland","Million euro","Curative care and rehabilitative care",15478.29,TRUE
2009,"Poland","Million euro","Curative care",14541.32,TRUE
2009,"Poland","Million euro","Inpatient curative and rehabilitative care",8686.14,TRUE
2009,"Poland","Million euro","Inpatient curative care",8156.45,TRUE
2009,"Portugal","Million euro","Current health care expenditure (CHE)",17332.44,FALSE
2009,"Portugal","Million euro","Curative care and rehabilitative care",10794.54,FALSE
2009,"Portugal","Million euro","Curative care",10142.04,FALSE
2009,"Portugal","Million euro","Inpatient curative and rehabilitative care",3134.48,FALSE
2009,"Portugal","Million euro","Inpatient curative care",2961.77,FALSE
2009,"Romania","Million euro","Current health care expenditure (CHE)",6281.85,TRUE
2009,"Romania","Million euro","Curative care and rehabilitative care",3008.9,TRUE
2009,"Romania","Million euro","Curative care",2843.22,TRUE
2009,"Romania","Million euro","Inpatient curative and rehabilitative care",1681.94,TRUE
2009,"Romania","Million euro","Inpatient curative care",1610.48,TRUE
2009,"Slovenia","Million euro","Current health care expenditure (CHE)",3309.2,TRUE
2009,"Slovenia","Million euro","Curative care and rehabilitative care",1910.05,TRUE
2009,"Slovenia","Million euro","Curative care",1834.32,TRUE
2009,"Slovenia","Million euro","Inpatient curative and rehabilitative care",910.51,TRUE
2009,"Slovenia","Million euro","Inpatient curative care",857.73,TRUE
2009,"Slovakia","Million euro","Current health care expenditure (CHE)",5550.07,TRUE
2009,"Slovakia","Million euro","Curative care and rehabilitative care",2665.54,TRUE
2009,"Slovakia","Million euro","Curative care",2615.61,TRUE
2009,"Slovakia","Million euro","Inpatient curative and rehabilitative care",1326.96,TRUE
2009,"Slovakia","Million euro","Inpatient curative care",1325.36,TRUE
2009,"Finland","Million euro","Current health care expenditure (CHE)",16650.25,FALSE
2009,"Finland","Million euro","Curative care and rehabilitative care",9162.95,FALSE
2009,"Finland","Million euro","Curative care",8757.97,FALSE
2009,"Finland","Million euro","Inpatient curative and rehabilitative care",3955.48,FALSE
2009,"Finland","Million euro","Inpatient curative care",3722.95,FALSE
2009,"Sweden","Million euro","Current health care expenditure (CHE)",27603.75,FALSE
2009,"Sweden","Million euro","Curative care and rehabilitative care",17939.56,FALSE
2009,"Sweden","Million euro","Curative care",15566.94,TRUE
2009,"Sweden","Million euro","Inpatient curative and rehabilitative care",7449.6,FALSE
2009,"Sweden","Million euro","Inpatient curative care",8868.22,TRUE
2009,"Iceland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2009,"Iceland","Million euro","Curative care and rehabilitative care",527.56,TRUE
2009,"Iceland","Million euro","Curative care",477.44,TRUE
2009,"Iceland","Million euro","Inpatient curative and rehabilitative care",245.83,TRUE
2009,"Iceland","Million euro","Inpatient curative care",221.62,TRUE
2009,"Liechtenstein","Million euro","Current health care expenditure (CHE)",283.02,TRUE
2009,"Liechtenstein","Million euro","Curative care and rehabilitative care",177.86,TRUE
2009,"Liechtenstein","Million euro","Curative care",157.24,TRUE
2009,"Liechtenstein","Million euro","Inpatient curative and rehabilitative care",79.41,TRUE
2009,"Liechtenstein","Million euro","Inpatient curative care",70.7,TRUE
2009,"Norway","Million euro","Current health care expenditure (CHE)",34806.36,TRUE
2009,"Norway","Million euro","Curative care and rehabilitative care",17084.32,TRUE
2009,"Norway","Million euro","Curative care",16427.2,TRUE
2009,"Norway","Million euro","Inpatient curative and rehabilitative care",9525.89,TRUE
2009,"Norway","Million euro","Inpatient curative care",8868.78,TRUE
2009,"Switzerland","Million euro","Current health care expenditure (CHE)",52119.65,TRUE
2009,"Switzerland","Million euro","Curative care and rehabilitative care",28001.05,TRUE
2009,"Switzerland","Million euro","Curative care",25614.75,TRUE
2009,"Switzerland","Million euro","Inpatient curative and rehabilitative care",14047.46,TRUE
2009,"Switzerland","Million euro","Inpatient curative care",12545.84,TRUE
2009,"United Kingdom","Million euro","Current health care expenditure (CHE)",229998.79,TRUE
2009,"United Kingdom","Million euro","Curative care and rehabilitative care",126551.13,TRUE
2009,"United Kingdom","Million euro","Curative care",15566.94,TRUE
2009,"United Kingdom","Million euro","Inpatient curative and rehabilitative care",53271.07,TRUE
2009,"United Kingdom","Million euro","Inpatient curative care",8868.22,TRUE
2009,"Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",1322.65,TRUE
2009,"Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",763.08,TRUE
2009,"Bosnia and Herzegovina","Million euro","Curative care",726.79,TRUE
2009,"Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",410.5,TRUE
2009,"Bosnia and Herzegovina","Million euro","Inpatient curative care",391.3,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",1213033.52,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",651214.95,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Curative care",16182.22,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",324206.51,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",9165.23,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",1474601,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",798747.96,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Curative care",16182.22,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",386040.94,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",9165.23,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",1471573.22,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",797030.29,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Curative care",16182.22,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",385288.98,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",9165.23,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",1333671.16,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",717423.88,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Curative care",16182.22,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",348033.69,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",1074381.4,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",575572.5,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Curative care",16182.22,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",288322.18,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",1071957.52,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",574309.33,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Curative care",16182.22,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",287646.05,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)",1001514.67,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care",536670.5,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Curative care",16182.22,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care",271396.76,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Belgium","Million euro","Current health care expenditure (CHE)",37162.79,FALSE
2010,"Belgium","Million euro","Curative care and rehabilitative care",18880.37,FALSE
2010,"Belgium","Million euro","Curative care",16182.22,FALSE
2010,"Belgium","Million euro","Inpatient curative and rehabilitative care",10113.5,FALSE
2010,"Belgium","Million euro","Inpatient curative care",9165.23,FALSE
2010,"Bulgaria","Million euro","Current health care expenditure (CHE)",3003.51,TRUE
2010,"Bulgaria","Million euro","Curative care and rehabilitative care",1608.72,TRUE
2010,"Bulgaria","Million euro","Curative care",1555.56,TRUE
2010,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",1047.44,TRUE
2010,"Bulgaria","Million euro","Inpatient curative care",1003.69,TRUE
2010,"Czechia","Million euro","Current health care expenditure (CHE)",12202.11,TRUE
2010,"Czechia","Million euro","Curative care and rehabilitative care",6545.97,TRUE
2010,"Czechia","Million euro","Curative care",6005.52,TRUE
2010,"Czechia","Million euro","Inpatient curative and rehabilitative care",2982.27,TRUE
2010,"Czechia","Million euro","Inpatient curative care",2749.67,TRUE
2010,"Denmark","Million euro","Current health care expenditure (CHE)",25126.67,FALSE
2010,"Denmark","Million euro","Curative care and rehabilitative care",13902.12,FALSE
2010,"Denmark","Million euro","Curative care",13720.9,FALSE
2010,"Denmark","Million euro","Inpatient curative and rehabilitative care",7177.57,FALSE
2010,"Denmark","Million euro","Inpatient curative care",7177.57,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",284568,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",146150,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",137635,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",77889,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",70275,FALSE
2010,"Estonia","Million euro","Current health care expenditure (CHE)",932.1,FALSE
2010,"Estonia","Million euro","Curative care and rehabilitative care",527.85,FALSE
2010,"Estonia","Million euro","Curative care",514.61,FALSE
2010,"Estonia","Million euro","Inpatient curative and rehabilitative care",247.97,FALSE
2010,"Estonia","Million euro","Inpatient curative care",243.25,FALSE
2010,"Ireland","Million euro","Current health care expenditure (CHE)",18505.51,TRUE
2010,"Ireland","Million euro","Curative care and rehabilitative care",9955.94,TRUE
2010,"Ireland","Million euro","Curative care",16182.22,TRUE
2010,"Ireland","Million euro","Inpatient curative and rehabilitative care",4453.2,TRUE
2010,"Ireland","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Greece","Million euro","Current health care expenditure (CHE)",21508.34,FALSE
2010,"Greece","Million euro","Curative care and rehabilitative care",13310.17,FALSE
2010,"Greece","Million euro","Curative care",13300.59,FALSE
2010,"Greece","Million euro","Inpatient curative and rehabilitative care",8500.55,FALSE
2010,"Greece","Million euro","Inpatient curative care",8492.45,FALSE
2010,"Spain","Million euro","Current health care expenditure (CHE)",97815.78,FALSE
2010,"Spain","Million euro","Curative care and rehabilitative care",55356.26,FALSE
2010,"Spain","Million euro","Curative care",55356.26,FALSE
2010,"Spain","Million euro","Inpatient curative and rehabilitative care",22978.31,FALSE
2010,"Spain","Million euro","Inpatient curative care",22978.31,FALSE
2010,"France","Million euro","Current health care expenditure (CHE)",224272.75,FALSE
2010,"France","Million euro","Curative care and rehabilitative care",117490.92,FALSE
2010,"France","Million euro","Curative care",95432.53,FALSE
2010,"France","Million euro","Inpatient curative and rehabilitative care",63608.56,FALSE
2010,"France","Million euro","Inpatient curative care",47965,FALSE
2010,"Croatia","Million euro","Current health care expenditure (CHE)",2907.78,TRUE
2010,"Croatia","Million euro","Curative care and rehabilitative care",1623.96,TRUE
2010,"Croatia","Million euro","Curative care",1531.85,TRUE
2010,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2010,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2010,"Italy","Million euro","Current health care expenditure (CHE)",142676,TRUE
2010,"Italy","Million euro","Curative care and rehabilitative care",79760,TRUE
2010,"Italy","Million euro","Curative care",16182.22,TRUE
2010,"Italy","Million euro","Inpatient curative and rehabilitative care",41034,TRUE
2010,"Italy","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Cyprus","Million euro","Current health care expenditure (CHE)",1265.08,FALSE
2010,"Cyprus","Million euro","Curative care and rehabilitative care",821.3,FALSE
2010,"Cyprus","Million euro","Curative care",740.63,FALSE
2010,"Cyprus","Million euro","Inpatient curative and rehabilitative care",394.71,FALSE
2010,"Cyprus","Million euro","Inpatient curative care",365.72,FALSE
2010,"Latvia","Million euro","Current health care expenditure (CHE)",1290.77,TRUE
2010,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2010,"Latvia","Million euro","Curative care",618.56,TRUE
2010,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2010,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2010,"Lithuania","Million euro","Current health care expenditure (CHE)",1910.39,FALSE
2010,"Lithuania","Million euro","Curative care and rehabilitative care",995.38,FALSE
2010,"Lithuania","Million euro","Curative care",931.66,FALSE
2010,"Lithuania","Million euro","Inpatient curative and rehabilitative care",544.25,FALSE
2010,"Lithuania","Million euro","Inpatient curative care",486.81,FALSE
2010,"Luxembourg","Million euro","Current health care expenditure (CHE)",2570.38,TRUE
2010,"Luxembourg","Million euro","Curative care and rehabilitative care",1407.85,TRUE
2010,"Luxembourg","Million euro","Curative care",1327.2,TRUE
2010,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",667.33,TRUE
2010,"Luxembourg","Million euro","Inpatient curative care",632.53,TRUE
2010,"Hungary","Million euro","Current health care expenditure (CHE)",7431.57,FALSE
2010,"Hungary","Million euro","Curative care and rehabilitative care",3645.27,FALSE
2010,"Hungary","Million euro","Curative care",3375.86,FALSE
2010,"Hungary","Million euro","Inpatient curative and rehabilitative care",1842.82,FALSE
2010,"Hungary","Million euro","Inpatient curative care",1636.07,FALSE
2010,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2010,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2010,"Malta","Million euro","Curative care",414.01,TRUE
2010,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2010,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2010,"Netherlands","Million euro","Current health care expenditure (CHE)",64910.43,FALSE
2010,"Netherlands","Million euro","Curative care and rehabilitative care",31912.51,FALSE
2010,"Netherlands","Million euro","Curative care",29528.06,FALSE
2010,"Netherlands","Million euro","Inpatient curative and rehabilitative care",13253.56,FALSE
2010,"Netherlands","Million euro","Inpatient curative care",12578.67,FALSE
2010,"Austria","Million euro","Current health care expenditure (CHE)",30243.65,FALSE
2010,"Austria","Million euro","Curative care and rehabilitative care",17950.13,FALSE
2010,"Austria","Million euro","Curative care",16136.76,FALSE
2010,"Austria","Million euro","Inpatient curative and rehabilitative care",10317.39,FALSE
2010,"Austria","Million euro","Inpatient curative care",9070.05,FALSE
2010,"Poland","Million euro","Current health care expenditure (CHE)",25681.21,TRUE
2010,"Poland","Million euro","Curative care and rehabilitative care",15478.29,TRUE
2010,"Poland","Million euro","Curative care",14541.32,TRUE
2010,"Poland","Million euro","Inpatient curative and rehabilitative care",8686.14,TRUE
2010,"Poland","Million euro","Inpatient curative care",8156.45,TRUE
2010,"Portugal","Million euro","Current health care expenditure (CHE)",17668.16,FALSE
2010,"Portugal","Million euro","Curative care and rehabilitative care",11156.38,FALSE
2010,"Portugal","Million euro","Curative care",10463.38,FALSE
2010,"Portugal","Million euro","Inpatient curative and rehabilitative care",3083.64,FALSE
2010,"Portugal","Million euro","Inpatient curative care",2901.69,FALSE
2010,"Romania","Million euro","Current health care expenditure (CHE)",6281.85,TRUE
2010,"Romania","Million euro","Curative care and rehabilitative care",3008.9,TRUE
2010,"Romania","Million euro","Curative care",2843.22,TRUE
2010,"Romania","Million euro","Inpatient curative and rehabilitative care",1681.94,TRUE
2010,"Romania","Million euro","Inpatient curative care",1610.48,TRUE
2010,"Slovenia","Million euro","Current health care expenditure (CHE)",3309.2,TRUE
2010,"Slovenia","Million euro","Curative care and rehabilitative care",1910.05,TRUE
2010,"Slovenia","Million euro","Curative care",1834.32,TRUE
2010,"Slovenia","Million euro","Inpatient curative and rehabilitative care",910.51,TRUE
2010,"Slovenia","Million euro","Inpatient curative care",857.73,TRUE
2010,"Slovakia","Million euro","Current health care expenditure (CHE)",5550.07,TRUE
2010,"Slovakia","Million euro","Curative care and rehabilitative care",2665.54,TRUE
2010,"Slovakia","Million euro","Curative care",2615.61,TRUE
2010,"Slovakia","Million euro","Inpatient curative and rehabilitative care",1326.96,TRUE
2010,"Slovakia","Million euro","Inpatient curative care",1325.36,TRUE
2010,"Finland","Million euro","Current health care expenditure (CHE)",17200.09,FALSE
2010,"Finland","Million euro","Curative care and rehabilitative care",9589.39,FALSE
2010,"Finland","Million euro","Curative care",9184.5,FALSE
2010,"Finland","Million euro","Inpatient curative and rehabilitative care",4111.88,FALSE
2010,"Finland","Million euro","Inpatient curative care",3878.41,FALSE
2010,"Sweden","Million euro","Current health care expenditure (CHE)",31202.33,FALSE
2010,"Sweden","Million euro","Curative care and rehabilitative care",20445.2,FALSE
