"TIME","GEO","UNIT","WSTATUS","ISCO08","Value","Flag and Footnotes"
"2010","Belgium","Inhabitants per ...","Licensed to practice","Nurses and midwives","62.80",""
"2010","Belgium","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Belgium","Inhabitants per ...","Licensed to practice","Nurses","66.53",""
"2010","Belgium","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Belgium","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Belgium","Per hundred thousand inhabitants","Practising","Nurses and midwives","1 011.01",""
"2010","Belgium","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",":",""
"2010","Belgium","Per hundred thousand inhabitants","Practising","Nurses","957.05","e"
"2010","Belgium","Per hundred thousand inhabitants","Practising","Nursing professionals",":",""
"2010","Belgium","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","1 887.73",""
"2010","Belgium","Per hundred thousand inhabitants","Professionally active","Nurses and midwives","1 256.77",""
"2010","Belgium","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Belgium","Per hundred thousand inhabitants","Professionally active","Nurses","1 189.68","e"
"2010","Belgium","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Belgium","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Belgium","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives","1 592.44",""
"2010","Belgium","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Belgium","Per hundred thousand inhabitants","Licensed to practice","Nurses","1 503.09",""
"2010","Belgium","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Bulgaria","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Number","Practising","Nurses and midwives","35 033.00",""
"2010","Bulgaria","Number","Practising","Nursing professionals and midwives","35 033.00",""
"2010","Bulgaria","Number","Practising","Nurses","31 786.00",""
"2010","Bulgaria","Number","Practising","Nursing professionals","31 786.00",""
"2010","Bulgaria","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Number","Professionally active","Nurses and midwives",":",""
"2010","Bulgaria","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Bulgaria","Number","Professionally active","Nurses",":",""
"2010","Bulgaria","Number","Professionally active","Nursing professionals",":",""
"2010","Bulgaria","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Bulgaria","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Bulgaria","Number","Licensed to practice","Nurses",":",""
"2010","Bulgaria","Number","Licensed to practice","Nursing professionals",":",""
"2010","Bulgaria","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Inhabitants per ...","Practising","Nurses and midwives","211.10",""
"2010","Bulgaria","Inhabitants per ...","Practising","Nursing professionals and midwives","211.10",""
"2010","Bulgaria","Inhabitants per ...","Practising","Nurses","232.67",""
"2010","Bulgaria","Inhabitants per ...","Practising","Nursing professionals","232.67",""
"2010","Bulgaria","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Inhabitants per ...","Professionally active","Nurses and midwives",":",""
"2010","Bulgaria","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Bulgaria","Inhabitants per ...","Professionally active","Nurses",":",""
"2010","Bulgaria","Inhabitants per ...","Professionally active","Nursing professionals",":",""
"2010","Bulgaria","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Bulgaria","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Bulgaria","Inhabitants per ...","Licensed to practice","Nurses",":",""
"2010","Bulgaria","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Practising","Nurses and midwives","473.70",""
"2010","Bulgaria","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","473.70",""
"2010","Bulgaria","Per hundred thousand inhabitants","Practising","Nurses","429.80",""
"2010","Bulgaria","Per hundred thousand inhabitants","Practising","Nursing professionals","429.80",""
"2010","Bulgaria","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Professionally active","Nurses",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Licensed to practice","Nurses",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Czechia","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers","112 839.00",""
"2010","Czechia","Number","Practising","Nurses and midwives","89 233.00",""
"2010","Czechia","Number","Practising","Nursing professionals and midwives",":",""
"2010","Czechia","Number","Practising","Nurses","84 796.00",""
"2010","Czechia","Number","Practising","Nursing professionals",":",""
"2010","Czechia","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Czechia","Number","Professionally active","Nurses and midwives",":",""
"2010","Czechia","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Czechia","Number","Professionally active","Nurses",":",""
"2010","Czechia","Number","Professionally active","Nursing professionals",":",""
"2010","Czechia","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Czechia","Number","Licensed to practice","Nurses and midwives","109 155.00",""
"2010","Czechia","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Czechia","Number","Licensed to practice","Nurses","102 863.00",""
"2010","Czechia","Number","Licensed to practice","Nursing professionals",":",""
"2010","Czechia","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers","92.83",""
"2010","Czechia","Inhabitants per ...","Practising","Nurses and midwives","117.38",""
"2010","Czechia","Inhabitants per ...","Practising","Nursing professionals and midwives",":",""
"2010","Czechia","Inhabitants per ...","Practising","Nurses","123.52",""
"2010","Czechia","Inhabitants per ...","Practising","Nursing professionals",":",""
"2010","Czechia","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Czechia","Inhabitants per ...","Professionally active","Nurses and midwives",":",""
"2010","Czechia","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Czechia","Inhabitants per ...","Professionally active","Nurses",":",""
"2010","Czechia","Inhabitants per ...","Professionally active","Nursing professionals",":",""
"2010","Czechia","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Czechia","Inhabitants per ...","Licensed to practice","Nurses and midwives","95.96",""
"2010","Czechia","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Czechia","Inhabitants per ...","Licensed to practice","Nurses","101.83",""
"2010","Czechia","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Czechia","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers","1 077.28",""
"2010","Czechia","Per hundred thousand inhabitants","Practising","Nurses and midwives","851.91",""
"2010","Czechia","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",":",""
"2010","Czechia","Per hundred thousand inhabitants","Practising","Nurses","809.55",""
"2010","Czechia","Per hundred thousand inhabitants","Practising","Nursing professionals",":",""
"2010","Czechia","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Czechia","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",":",""
"2010","Czechia","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Czechia","Per hundred thousand inhabitants","Professionally active","Nurses",":",""
"2010","Czechia","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Czechia","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Czechia","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives","1 042.11",""
"2010","Czechia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Czechia","Per hundred thousand inhabitants","Licensed to practice","Nurses","982.04",""
"2010","Czechia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Denmark","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers","145 735.00",""
"2010","Denmark","Number","Practising","Nurses and midwives","56 091.00",""
"2010","Denmark","Number","Practising","Nursing professionals and midwives","56 091.00",""
"2010","Denmark","Number","Practising","Nurses","54 481.00",""
"2010","Denmark","Number","Practising","Nursing professionals","54 481.00",""
"2010","Denmark","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","155 358.00",""
"2010","Denmark","Number","Professionally active","Nurses and midwives","61 868.00",""
"2010","Denmark","Number","Professionally active","Nursing professionals and midwives","61 868.00",""
"2010","Denmark","Number","Professionally active","Nurses","60 179.00",""
"2010","Denmark","Number","Professionally active","Nursing professionals","60 179.00",""
"2010","Denmark","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Denmark","Number","Licensed to practice","Nurses and midwives","97 546.00",""
"2010","Denmark","Number","Licensed to practice","Nursing professionals and midwives","97 546.00",""
"2010","Denmark","Number","Licensed to practice","Nurses","94 764.00",""
"2010","Denmark","Number","Licensed to practice","Nursing professionals","94 764.00",""
"2010","Denmark","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers","38.07",""
"2010","Denmark","Inhabitants per ...","Practising","Nurses and midwives","98.91",""
"2010","Denmark","Inhabitants per ...","Practising","Nursing professionals and midwives","98.91",""
"2010","Denmark","Inhabitants per ...","Practising","Nurses","101.83",""
"2010","Denmark","Inhabitants per ...","Practising","Nursing professionals","101.83",""
"2010","Denmark","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","35.71",""
"2010","Denmark","Inhabitants per ...","Professionally active","Nurses and midwives","89.67",""
"2010","Denmark","Inhabitants per ...","Professionally active","Nursing professionals and midwives","89.67",""
"2010","Denmark","Inhabitants per ...","Professionally active","Nurses","92.19",""
"2010","Denmark","Inhabitants per ...","Professionally active","Nursing professionals","92.19",""
"2010","Denmark","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Denmark","Inhabitants per ...","Licensed to practice","Nurses and midwives","56.87",""
"2010","Denmark","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives","56.87",""
"2010","Denmark","Inhabitants per ...","Licensed to practice","Nurses","58.54",""
"2010","Denmark","Inhabitants per ...","Licensed to practice","Nursing professionals","58.54",""
"2010","Denmark","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers","2 626.95",""
"2010","Denmark","Per hundred thousand inhabitants","Practising","Nurses and midwives","1 011.07",""
"2010","Denmark","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","1 011.07",""
"2010","Denmark","Per hundred thousand inhabitants","Practising","Nurses","982.05",""
"2010","Denmark","Per hundred thousand inhabitants","Practising","Nursing professionals","982.05",""
"2010","Denmark","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","2 800.41",""
"2010","Denmark","Per hundred thousand inhabitants","Professionally active","Nurses and midwives","1 115.20",""
"2010","Denmark","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives","1 115.20",""
"2010","Denmark","Per hundred thousand inhabitants","Professionally active","Nurses","1 084.76",""
"2010","Denmark","Per hundred thousand inhabitants","Professionally active","Nursing professionals","1 084.76",""
"2010","Denmark","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Denmark","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives","1 758.32",""
"2010","Denmark","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives","1 758.32",""
"2010","Denmark","Per hundred thousand inhabitants","Licensed to practice","Nurses","1 708.17",""
"2010","Denmark","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals","1 708.17",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Practising","Nurses and midwives","963 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Practising","Nursing professionals and midwives","826 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Practising","Nurses","942 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Practising","Nursing professionals","805 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nurses and midwives","1 203 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nursing professionals and midwives","991 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nurses","1 181 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nursing professionals","969 000.00",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nurses",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nursing professionals",":",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nurses and midwives","84.12",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nursing professionals and midwives","98.08",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nurses","86.00",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nursing professionals","100.64",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nurses and midwives","67.34",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nursing professionals and midwives","81.75",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nurses","68.60",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nursing professionals","83.60",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nurses",":",""
"2010","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nurses and midwives","1 188.71",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","1 019.60",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nurses","1 162.79",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nursing professionals","993.68",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nurses and midwives","1 484.96",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives","1 223.27",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nurses","1 457.81",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nursing professionals","1 196.12",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nurses",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Estonia","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers","11 979.00",""
"2010","Estonia","Number","Practising","Nurses and midwives","8 524.00",""
"2010","Estonia","Number","Practising","Nursing professionals and midwives","8 524.00",""
"2010","Estonia","Number","Practising","Nurses","8 154.00",""
"2010","Estonia","Number","Practising","Nursing professionals","8 154.00",""
"2010","Estonia","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Estonia","Number","Professionally active","Nurses and midwives",":",""
"2010","Estonia","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Estonia","Number","Professionally active","Nurses",":",""
"2010","Estonia","Number","Professionally active","Nursing professionals",":",""
"2010","Estonia","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Estonia","Number","Licensed to practice","Nurses and midwives","11 908.00",""
"2010","Estonia","Number","Licensed to practice","Nursing professionals and midwives","11 908.00",""
"2010","Estonia","Number","Licensed to practice","Nurses","11 268.00",""
"2010","Estonia","Number","Licensed to practice","Nursing professionals","11 268.00",""
"2010","Estonia","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers","111.15",""
"2010","Estonia","Inhabitants per ...","Practising","Nurses and midwives","156.20",""
"2010","Estonia","Inhabitants per ...","Practising","Nursing professionals and midwives","156.20",""
"2010","Estonia","Inhabitants per ...","Practising","Nurses","163.29",""
"2010","Estonia","Inhabitants per ...","Practising","Nursing professionals","163.29",""
"2010","Estonia","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Estonia","Inhabitants per ...","Professionally active","Nurses and midwives",":",""
"2010","Estonia","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Estonia","Inhabitants per ...","Professionally active","Nurses",":",""
"2010","Estonia","Inhabitants per ...","Professionally active","Nursing professionals",":",""
"2010","Estonia","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Estonia","Inhabitants per ...","Licensed to practice","Nurses and midwives","111.81",""
"2010","Estonia","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives","111.81",""
"2010","Estonia","Inhabitants per ...","Licensed to practice","Nurses","118.16",""
"2010","Estonia","Inhabitants per ...","Licensed to practice","Nursing professionals","118.16",""
"2010","Estonia","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers","899.68",""
"2010","Estonia","Per hundred thousand inhabitants","Practising","Nurses and midwives","640.19",""
"2010","Estonia","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","640.19",""
"2010","Estonia","Per hundred thousand inhabitants","Practising","Nurses","612.40",""
"2010","Estonia","Per hundred thousand inhabitants","Practising","Nursing professionals","612.40",""
"2010","Estonia","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Estonia","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",":",""
"2010","Estonia","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Estonia","Per hundred thousand inhabitants","Professionally active","Nurses",":",""
"2010","Estonia","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Estonia","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Estonia","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives","894.35",""
"2010","Estonia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives","894.35",""
"2010","Estonia","Per hundred thousand inhabitants","Licensed to practice","Nurses","846.28",""
"2010","Estonia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals","846.28",""
"2010","Ireland","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Number","Practising","Nurses and midwives",":",""
"2010","Ireland","Number","Practising","Nursing professionals and midwives",":",""
"2010","Ireland","Number","Practising","Nurses",":",""
"2010","Ireland","Number","Practising","Nursing professionals",":",""
"2010","Ireland","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Number","Professionally active","Nurses and midwives",":",""
"2010","Ireland","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Ireland","Number","Professionally active","Nurses","61 325.00","de"
"2010","Ireland","Number","Professionally active","Nursing professionals","61 325.00","de"
"2010","Ireland","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Ireland","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Ireland","Number","Licensed to practice","Nurses","67 415.00","d"
"2010","Ireland","Number","Licensed to practice","Nursing professionals","67 415.00","d"
"2010","Ireland","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Inhabitants per ...","Practising","Nurses and midwives",":",""
"2010","Ireland","Inhabitants per ...","Practising","Nursing professionals and midwives",":",""
"2010","Ireland","Inhabitants per ...","Practising","Nurses",":",""
"2010","Ireland","Inhabitants per ...","Practising","Nursing professionals",":",""
"2010","Ireland","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Inhabitants per ...","Professionally active","Nurses and midwives",":",""
"2010","Ireland","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Ireland","Inhabitants per ...","Professionally active","Nurses","74.36","de"
"2010","Ireland","Inhabitants per ...","Professionally active","Nursing professionals","74.36","de"
"2010","Ireland","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Ireland","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Ireland","Inhabitants per ...","Licensed to practice","Nurses","67.64","d"
"2010","Ireland","Inhabitants per ...","Licensed to practice","Nursing professionals","67.64","d"
"2010","Ireland","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Per hundred thousand inhabitants","Practising","Nurses and midwives",":",""
"2010","Ireland","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",":",""
"2010","Ireland","Per hundred thousand inhabitants","Practising","Nurses",":",""
"2010","Ireland","Per hundred thousand inhabitants","Practising","Nursing professionals",":",""
"2010","Ireland","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",":",""
"2010","Ireland","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Ireland","Per hundred thousand inhabitants","Professionally active","Nurses","1 344.80","de"
"2010","Ireland","Per hundred thousand inhabitants","Professionally active","Nursing professionals","1 344.80","de"
"2010","Ireland","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Ireland","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",":",""
"2010","Ireland","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Ireland","Per hundred thousand inhabitants","Licensed to practice","Nurses","1 478.35","d"
"2010","Ireland","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals","1 478.35","d"
"2010","Greece","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers","49 043.00",""
"2010","Greece","Number","Practising","Nurses and midwives","40 978.00",""
"2010","Greece","Number","Practising","Nursing professionals and midwives","23 047.00",""
"2010","Greece","Number","Practising","Nurses","38 422.00","d"
"2010","Greece","Number","Practising","Nursing professionals","20 491.00","d"
"2010","Greece","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
