"TIME","GEO","UNIT","WSTATUS","ISCO08","Value","Value_imp"
2010,"France","Number","Practising","Medical doctors",196767,FALSE
2010,"France","Number","Practising","Dentists",41740,TRUE
2010,"France","Number","Practising","Pharmacists",69520,TRUE
2010,"France","Number","Practising","Physiotherapists",196767,TRUE
2010,"France (metropolitan)","Number","Practising","Medical doctors",31815,TRUE
2010,"France (metropolitan)","Number","Practising","Dentists",7263,TRUE
2010,"France (metropolitan)","Number","Practising","Pharmacists",6061,TRUE
2010,"France (metropolitan)","Number","Practising","Physiotherapists",12629,TRUE
2010,"Croatia","Number","Practising","Medical doctors",12304,FALSE
2010,"Croatia","Number","Practising","Dentists",3158,FALSE
2010,"Croatia","Number","Practising","Pharmacists",2851,FALSE
2010,"Croatia","Number","Practising","Physiotherapists",3158,TRUE
2010,"Italy","Number","Practising","Medical doctors",226384,FALSE
2010,"Italy","Number","Practising","Dentists",47604,TRUE
2010,"Italy","Number","Practising","Pharmacists",69939,TRUE
2010,"Italy","Number","Practising","Physiotherapists",230621,TRUE
2010,"Cyprus","Number","Practising","Medical doctors",2399,FALSE
2010,"Cyprus","Number","Practising","Dentists",772,FALSE
2010,"Cyprus","Number","Practising","Pharmacists",181,FALSE
2010,"Cyprus","Number","Practising","Physiotherapists",772,TRUE
2010,"Latvia","Number","Practising","Medical doctors",6517,FALSE
2010,"Latvia","Number","Practising","Dentists",1488,FALSE
2010,"Latvia","Number","Practising","Pharmacists",1433,FALSE
2010,"Latvia","Number","Practising","Physiotherapists",1488,TRUE
2010,"Lithuania","Number","Practising","Medical doctors",12226,FALSE
2010,"Lithuania","Number","Practising","Dentists",2456,FALSE
2010,"Lithuania","Number","Practising","Pharmacists",2880,TRUE
2010,"Lithuania","Number","Practising","Physiotherapists",12226,TRUE
2010,"Luxembourg","Number","Practising","Medical doctors",1404,FALSE
2010,"Luxembourg","Number","Practising","Dentists",422,FALSE
2010,"Luxembourg","Number","Practising","Pharmacists",374,FALSE
2010,"Luxembourg","Number","Practising","Physiotherapists",422,TRUE
2010,"Hungary","Number","Practising","Medical doctors",28686,FALSE
2010,"Hungary","Number","Practising","Dentists",5257,FALSE
2010,"Hungary","Number","Practising","Pharmacists",5821,FALSE
2010,"Hungary","Number","Practising","Physiotherapists",5821,TRUE
2010,"Malta","Number","Practising","Medical doctors",1279,FALSE
2010,"Malta","Number","Practising","Dentists",184,FALSE
2010,"Malta","Number","Practising","Pharmacists",301,FALSE
2010,"Malta","Number","Practising","Physiotherapists",301,TRUE
2010,"Netherlands","Number","Practising","Medical doctors",59144,TRUE
2010,"Netherlands","Number","Practising","Dentists",7840,FALSE
2010,"Netherlands","Number","Practising","Pharmacists",3308,FALSE
2010,"Netherlands","Number","Practising","Physiotherapists",7840,TRUE
2010,"Austria","Number","Practising","Medical doctors",40105,FALSE
2010,"Austria","Number","Practising","Dentists",4685,FALSE
2010,"Austria","Number","Practising","Pharmacists",5579,FALSE
2010,"Austria","Number","Practising","Physiotherapists",5579,TRUE
2010,"Poland","Number","Practising","Medical doctors",83201,FALSE
2010,"Poland","Number","Practising","Dentists",12549,FALSE
2010,"Poland","Number","Practising","Pharmacists",25203,FALSE
2010,"Poland","Number","Practising","Physiotherapists",25203,TRUE
2010,"Portugal","Number","Practising","Medical doctors",31815,TRUE
2010,"Portugal","Number","Practising","Dentists",7263,TRUE
2010,"Portugal","Number","Practising","Pharmacists",7674,FALSE
2010,"Portugal","Number","Practising","Physiotherapists",7744,TRUE
2010,"Romania","Number","Practising","Medical doctors",50778,FALSE
2010,"Romania","Number","Practising","Dentists",12959,FALSE
2010,"Romania","Number","Practising","Pharmacists",13534,FALSE
2010,"Romania","Number","Practising","Physiotherapists",13534,TRUE
2010,"Slovenia","Number","Practising","Medical doctors",4979,FALSE
2010,"Slovenia","Number","Practising","Dentists",1259,FALSE
2010,"Slovenia","Number","Practising","Pharmacists",1102,FALSE
2010,"Slovenia","Number","Practising","Physiotherapists",1259,TRUE
2010,"Slovakia","Number","Practising","Medical doctors",31815,TRUE
2010,"Slovakia","Number","Practising","Dentists",7263,TRUE
2010,"Slovakia","Number","Practising","Pharmacists",6061,TRUE
2010,"Slovakia","Number","Practising","Physiotherapists",12629,TRUE
2010,"Finland","Number","Practising","Medical doctors",16030,FALSE
2010,"Finland","Number","Practising","Dentists",4234,FALSE
2010,"Finland","Number","Practising","Pharmacists",5944,FALSE
2010,"Finland","Number","Practising","Physiotherapists",5944,TRUE
2010,"Sweden","Number","Practising","Medical doctors",35708,FALSE
2010,"Sweden","Number","Practising","Dentists",7605,FALSE
2010,"Sweden","Number","Practising","Pharmacists",7139,FALSE
2010,"Sweden","Number","Practising","Physiotherapists",7605,TRUE
2010,"Iceland","Number","Practising","Medical doctors",1142,FALSE
2010,"Iceland","Number","Practising","Dentists",299,FALSE
2010,"Iceland","Number","Practising","Pharmacists",155,FALSE
2010,"Iceland","Number","Practising","Physiotherapists",299,TRUE
2010,"Liechtenstein","Number","Practising","Medical doctors",104,FALSE
2010,"Liechtenstein","Number","Practising","Dentists",44,FALSE
2010,"Liechtenstein","Number","Practising","Pharmacists",8,FALSE
2010,"Liechtenstein","Number","Practising","Physiotherapists",44,TRUE
2010,"Norway","Number","Practising","Medical doctors",20114,FALSE
2010,"Norway","Number","Practising","Dentists",4293,FALSE
2010,"Norway","Number","Practising","Pharmacists",3120,FALSE
2010,"Norway","Number","Practising","Physiotherapists",4293,TRUE
2010,"Switzerland","Number","Practising","Medical doctors",29803,FALSE
2010,"Switzerland","Number","Practising","Dentists",4109,FALSE
2010,"Switzerland","Number","Practising","Pharmacists",4973,FALSE
2010,"Switzerland","Number","Practising","Physiotherapists",4973,TRUE
2010,"United Kingdom","Number","Practising","Medical doctors",166250,FALSE
2010,"United Kingdom","Number","Practising","Dentists",32298,FALSE
2010,"United Kingdom","Number","Practising","Pharmacists",40641,FALSE
2010,"United Kingdom","Number","Practising","Physiotherapists",40641,TRUE
2010,"Montenegro","Number","Practising","Medical doctors",1260,FALSE
2010,"Montenegro","Number","Practising","Dentists",7263,TRUE
2010,"Montenegro","Number","Practising","Pharmacists",6061,TRUE
2010,"Montenegro","Number","Practising","Physiotherapists",1257,TRUE
2010,"North Macedonia","Number","Practising","Medical doctors",31815,TRUE
2010,"North Macedonia","Number","Practising","Dentists",7263,TRUE
2010,"North Macedonia","Number","Practising","Pharmacists",6061,TRUE
2010,"North Macedonia","Number","Practising","Physiotherapists",12629,TRUE
2010,"Albania","Number","Practising","Medical doctors",3640,FALSE
2010,"Albania","Number","Practising","Dentists",7263,TRUE
2010,"Albania","Number","Practising","Pharmacists",1324,FALSE
2010,"Albania","Number","Practising","Physiotherapists",3578,TRUE
2010,"Serbia","Number","Practising","Medical doctors",20824,TRUE
2010,"Serbia","Number","Practising","Dentists",1932,TRUE
2010,"Serbia","Number","Practising","Pharmacists",1965,TRUE
2010,"Serbia","Number","Practising","Physiotherapists",2135,TRUE
2010,"Turkey","Number","Practising","Medical doctors",31815,TRUE
2010,"Turkey","Number","Practising","Dentists",7263,TRUE
2010,"Turkey","Number","Practising","Pharmacists",6061,TRUE
2010,"Turkey","Number","Practising","Physiotherapists",12629,TRUE
2011,"European Union - 27 countries (from 2020)","Number","Practising","Medical doctors",32182,TRUE
2011,"European Union - 27 countries (from 2020)","Number","Practising","Dentists",7429,TRUE
2011,"European Union - 27 countries (from 2020)","Number","Practising","Pharmacists",6222,TRUE
2011,"European Union - 27 countries (from 2020)","Number","Practising","Physiotherapists",12845,TRUE
2011,"European Union - 28 countries (2013-2020)","Number","Practising","Medical doctors",32182,TRUE
2011,"European Union - 28 countries (2013-2020)","Number","Practising","Dentists",7429,TRUE
2011,"European Union - 28 countries (2013-2020)","Number","Practising","Pharmacists",6222,TRUE
2011,"European Union - 28 countries (2013-2020)","Number","Practising","Physiotherapists",12845,TRUE
2011,"Belgium","Number","Practising","Medical doctors",32182,FALSE
2011,"Belgium","Number","Practising","Dentists",7777,FALSE
2011,"Belgium","Number","Practising","Pharmacists",12845,FALSE
2011,"Belgium","Number","Practising","Physiotherapists",12845,TRUE
2011,"Bulgaria","Number","Practising","Medical doctors",28384,FALSE
2011,"Bulgaria","Number","Practising","Dentists",6682,FALSE
2011,"Bulgaria","Number","Practising","Pharmacists",12845,TRUE
2011,"Bulgaria","Number","Practising","Physiotherapists",28384,TRUE
2011,"Czechia","Number","Practising","Medical doctors",38171,FALSE
2011,"Czechia","Number","Practising","Dentists",7429,FALSE
2011,"Czechia","Number","Practising","Pharmacists",6222,FALSE
2011,"Czechia","Number","Practising","Physiotherapists",7429,TRUE
2011,"Denmark","Number","Practising","Medical doctors",21108,FALSE
2011,"Denmark","Number","Practising","Dentists",4468,FALSE
2011,"Denmark","Number","Practising","Pharmacists",2689,FALSE
2011,"Denmark","Number","Practising","Physiotherapists",4468,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Number","Practising","Medical doctors",311223,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Number","Practising","Dentists",66974,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Number","Practising","Pharmacists",50656,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Number","Practising","Physiotherapists",66974,TRUE
2011,"Estonia","Number","Practising","Medical doctors",4372,FALSE
2011,"Estonia","Number","Practising","Dentists",1179,FALSE
2011,"Estonia","Number","Practising","Pharmacists",832,FALSE
2011,"Estonia","Number","Practising","Physiotherapists",1179,TRUE
2011,"Ireland","Number","Practising","Medical doctors",12215,FALSE
2011,"Ireland","Number","Practising","Dentists",7429,TRUE
2011,"Ireland","Number","Practising","Pharmacists",6222,TRUE
2011,"Ireland","Number","Practising","Physiotherapists",12367,TRUE
2011,"Greece","Number","Practising","Medical doctors",32182,TRUE
2011,"Greece","Number","Practising","Dentists",7429,TRUE
2011,"Greece","Number","Practising","Pharmacists",6222,TRUE
2011,"Greece","Number","Practising","Physiotherapists",12845,TRUE
2011,"Spain","Number","Practising","Medical doctors",179267,FALSE
2011,"Spain","Number","Practising","Dentists",7429,TRUE
2011,"Spain","Number","Practising","Pharmacists",43767,FALSE
2011,"Spain","Number","Practising","Physiotherapists",178833,TRUE
2011,"France","Number","Practising","Medical doctors",199920,FALSE
2011,"France","Number","Practising","Dentists",41507,FALSE
2011,"France","Number","Practising","Pharmacists",68732,FALSE
2011,"France","Number","Practising","Physiotherapists",68732,TRUE
2011,"France (metropolitan)","Number","Practising","Medical doctors",32182,TRUE
2011,"France (metropolitan)","Number","Practising","Dentists",7429,TRUE
2011,"France (metropolitan)","Number","Practising","Pharmacists",6222,TRUE
2011,"France (metropolitan)","Number","Practising","Physiotherapists",12845,TRUE
2011,"Croatia","Number","Practising","Medical doctors",12490,FALSE
2011,"Croatia","Number","Practising","Dentists",3162,FALSE
2011,"Croatia","Number","Practising","Pharmacists",2972,FALSE
2011,"Croatia","Number","Practising","Physiotherapists",3162,TRUE
2011,"Italy","Number","Practising","Medical doctors",231481,FALSE
2011,"Italy","Number","Practising","Dentists",47604,TRUE
2011,"Italy","Number","Practising","Pharmacists",69939,TRUE
2011,"Italy","Number","Practising","Physiotherapists",230621,TRUE
2011,"Cyprus","Number","Practising","Medical doctors",2529,FALSE
2011,"Cyprus","Number","Practising","Dentists",783,FALSE
2011,"Cyprus","Number","Practising","Pharmacists",190,FALSE
2011,"Cyprus","Number","Practising","Physiotherapists",783,TRUE
2011,"Latvia","Number","Practising","Medical doctors",6456,FALSE
2011,"Latvia","Number","Practising","Dentists",1456,FALSE
2011,"Latvia","Number","Practising","Pharmacists",1358,FALSE
2011,"Latvia","Number","Practising","Physiotherapists",1456,TRUE
2011,"Lithuania","Number","Practising","Medical doctors",12407,FALSE
2011,"Lithuania","Number","Practising","Dentists",2486,FALSE
2011,"Lithuania","Number","Practising","Pharmacists",2880,TRUE
2011,"Lithuania","Number","Practising","Physiotherapists",12407,TRUE
2011,"Luxembourg","Number","Practising","Medical doctors",1440,FALSE
2011,"Luxembourg","Number","Practising","Dentists",436,FALSE
2011,"Luxembourg","Number","Practising","Pharmacists",374,FALSE
2011,"Luxembourg","Number","Practising","Physiotherapists",436,TRUE
2011,"Hungary","Number","Practising","Medical doctors",29500,FALSE
2011,"Hungary","Number","Practising","Dentists",5236,FALSE
2011,"Hungary","Number","Practising","Pharmacists",5741,FALSE
2011,"Hungary","Number","Practising","Physiotherapists",5741,TRUE
2011,"Malta","Number","Practising","Medical doctors",1319,FALSE
2011,"Malta","Number","Practising","Dentists",186,FALSE
2011,"Malta","Number","Practising","Pharmacists",335,FALSE
2011,"Malta","Number","Practising","Physiotherapists",335,TRUE
2011,"Netherlands","Number","Practising","Medical doctors",59144,TRUE
2011,"Netherlands","Number","Practising","Dentists",8225,FALSE
2011,"Netherlands","Number","Practising","Pharmacists",3465,FALSE
2011,"Netherlands","Number","Practising","Physiotherapists",8225,TRUE
2011,"Austria","Number","Practising","Medical doctors",40634,FALSE
2011,"Austria","Number","Practising","Dentists",4743,FALSE
2011,"Austria","Number","Practising","Pharmacists",5700,FALSE
2011,"Austria","Number","Practising","Physiotherapists",5700,TRUE
2011,"Poland","Number","Practising","Medical doctors",84221,FALSE
2011,"Poland","Number","Practising","Dentists",13033,FALSE
2011,"Poland","Number","Practising","Pharmacists",26290,FALSE
2011,"Poland","Number","Practising","Physiotherapists",26290,TRUE
2011,"Portugal","Number","Practising","Medical doctors",32182,TRUE
2011,"Portugal","Number","Practising","Dentists",7429,TRUE
2011,"Portugal","Number","Practising","Pharmacists",7930,FALSE
2011,"Portugal","Number","Practising","Physiotherapists",7744,TRUE
2011,"Romania","Number","Practising","Medical doctors",51153,FALSE
2011,"Romania","Number","Practising","Dentists",13324,FALSE
2011,"Romania","Number","Practising","Pharmacists",14490,FALSE
2011,"Romania","Number","Practising","Physiotherapists",14490,TRUE
2011,"Slovenia","Number","Practising","Medical doctors",5121,FALSE
2011,"Slovenia","Number","Practising","Dentists",1280,FALSE
2011,"Slovenia","Number","Practising","Pharmacists",1131,FALSE
2011,"Slovenia","Number","Practising","Physiotherapists",1280,TRUE
2011,"Slovakia","Number","Practising","Medical doctors",32182,TRUE
2011,"Slovakia","Number","Practising","Dentists",7429,TRUE
2011,"Slovakia","Number","Practising","Pharmacists",6222,TRUE
2011,"Slovakia","Number","Practising","Physiotherapists",12845,TRUE
2011,"Finland","Number","Practising","Medical doctors",16090,FALSE
2011,"Finland","Number","Practising","Dentists",4191,FALSE
2011,"Finland","Number","Practising","Pharmacists",5997,FALSE
2011,"Finland","Number","Practising","Physiotherapists",5997,TRUE
2011,"Sweden","Number","Practising","Medical doctors",36743,FALSE
2011,"Sweden","Number","Practising","Dentists",7730,FALSE
2011,"Sweden","Number","Practising","Pharmacists",7280,FALSE
2011,"Sweden","Number","Practising","Physiotherapists",7730,TRUE
2011,"Iceland","Number","Practising","Medical doctors",1118,FALSE
2011,"Iceland","Number","Practising","Dentists",283,FALSE
2011,"Iceland","Number","Practising","Pharmacists",157,FALSE
2011,"Iceland","Number","Practising","Physiotherapists",283,TRUE
2011,"Liechtenstein","Number","Practising","Medical doctors",111,FALSE
2011,"Liechtenstein","Number","Practising","Dentists",46,FALSE
2011,"Liechtenstein","Number","Practising","Pharmacists",9,FALSE
2011,"Liechtenstein","Number","Practising","Physiotherapists",46,TRUE
2011,"Norway","Number","Practising","Medical doctors",20744,FALSE
2011,"Norway","Number","Practising","Dentists",4380,FALSE
2011,"Norway","Number","Practising","Pharmacists",3196,FALSE
2011,"Norway","Number","Practising","Physiotherapists",4380,TRUE
2011,"Switzerland","Number","Practising","Medical doctors",30327,FALSE
2011,"Switzerland","Number","Practising","Dentists",4123,FALSE
2011,"Switzerland","Number","Practising","Pharmacists",5258,FALSE
2011,"Switzerland","Number","Practising","Physiotherapists",5258,TRUE
2011,"United Kingdom","Number","Practising","Medical doctors",169919,FALSE
2011,"United Kingdom","Number","Practising","Dentists",33218,FALSE
2011,"United Kingdom","Number","Practising","Pharmacists",48042,FALSE
2011,"United Kingdom","Number","Practising","Physiotherapists",48042,TRUE
2011,"Montenegro","Number","Practising","Medical doctors",1241,FALSE
2011,"Montenegro","Number","Practising","Dentists",7429,TRUE
2011,"Montenegro","Number","Practising","Pharmacists",6222,TRUE
2011,"Montenegro","Number","Practising","Physiotherapists",1257,TRUE
2011,"North Macedonia","Number","Practising","Medical doctors",32182,TRUE
2011,"North Macedonia","Number","Practising","Dentists",7429,TRUE
2011,"North Macedonia","Number","Practising","Pharmacists",6222,TRUE
2011,"North Macedonia","Number","Practising","Physiotherapists",12845,TRUE
2011,"Albania","Number","Practising","Medical doctors",3578,FALSE
2011,"Albania","Number","Practising","Dentists",7429,TRUE
2011,"Albania","Number","Practising","Pharmacists",1388,FALSE
2011,"Albania","Number","Practising","Physiotherapists",3578,TRUE
2011,"Serbia","Number","Practising","Medical doctors",20824,TRUE
2011,"Serbia","Number","Practising","Dentists",1932,TRUE
2011,"Serbia","Number","Practising","Pharmacists",1965,TRUE
2011,"Serbia","Number","Practising","Physiotherapists",2135,TRUE
2011,"Turkey","Number","Practising","Medical doctors",32182,TRUE
2011,"Turkey","Number","Practising","Dentists",7429,TRUE
2011,"Turkey","Number","Practising","Pharmacists",6222,TRUE
2011,"Turkey","Number","Practising","Physiotherapists",12845,TRUE
2012,"European Union - 27 countries (from 2020)","Number","Practising","Medical doctors",32583,TRUE
2012,"European Union - 27 countries (from 2020)","Number","Practising","Dentists",7461,TRUE
2012,"European Union - 27 countries (from 2020)","Number","Practising","Pharmacists",6327,TRUE
2012,"European Union - 27 countries (from 2020)","Number","Practising","Physiotherapists",13027,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Practising","Medical doctors",32583,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Practising","Dentists",7461,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Practising","Pharmacists",6327,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Practising","Physiotherapists",13027,TRUE
2012,"Belgium","Number","Practising","Medical doctors",32583,FALSE
2012,"Belgium","Number","Practising","Dentists",7869,FALSE
2012,"Belgium","Number","Practising","Pharmacists",13027,FALSE
2012,"Belgium","Number","Practising","Physiotherapists",13027,TRUE
2012,"Bulgaria","Number","Practising","Medical doctors",28599,FALSE
2012,"Bulgaria","Number","Practising","Dentists",6750,FALSE
2012,"Bulgaria","Number","Practising","Pharmacists",13027,TRUE
2012,"Bulgaria","Number","Practising","Physiotherapists",28384,TRUE
2012,"Czechia","Number","Practising","Medical doctors",38624,FALSE
2012,"Czechia","Number","Practising","Dentists",7461,FALSE
2012,"Czechia","Number","Practising","Pharmacists",6327,FALSE
2012,"Czechia","Number","Practising","Physiotherapists",7461,TRUE
2012,"Denmark","Number","Practising","Medical doctors",21458,FALSE
2012,"Denmark","Number","Practising","Dentists",4454,FALSE
2012,"Denmark","Number","Practising","Pharmacists",2788,FALSE
2012,"Denmark","Number","Practising","Physiotherapists",4454,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Number","Practising","Medical doctors",317390,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Practising","Dentists",67812,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Practising","Pharmacists",50456,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Practising","Physiotherapists",67812,TRUE
2012,"Estonia","Number","Practising","Medical doctors",4343,FALSE
2012,"Estonia","Number","Practising","Dentists",1196,FALSE
2012,"Estonia","Number","Practising","Pharmacists",847,FALSE
2012,"Estonia","Number","Practising","Physiotherapists",1196,TRUE
2012,"Ireland","Number","Practising","Medical doctors",12450,FALSE
2012,"Ireland","Number","Practising","Dentists",7461,TRUE
2012,"Ireland","Number","Practising","Pharmacists",6327,TRUE
2012,"Ireland","Number","Practising","Physiotherapists",12367,TRUE
2012,"Greece","Number","Practising","Medical doctors",32583,TRUE
2012,"Greece","Number","Practising","Dentists",7461,TRUE
2012,"Greece","Number","Practising","Pharmacists",6327,TRUE
2012,"Greece","Number","Practising","Physiotherapists",13027,TRUE
2012,"Spain","Number","Practising","Medical doctors",178833,FALSE
2012,"Spain","Number","Practising","Dentists",7461,TRUE
2012,"Spain","Number","Practising","Pharmacists",49200,FALSE
2012,"Spain","Number","Practising","Physiotherapists",178833,TRUE
2012,"France","Number","Practising","Medical doctors",201784,FALSE
2012,"France","Number","Practising","Dentists",41740,FALSE
2012,"France","Number","Practising","Pharmacists",69520,FALSE
2012,"France","Number","Practising","Physiotherapists",69520,TRUE
2012,"France (metropolitan)","Number","Practising","Medical doctors",32583,TRUE
2012,"France (metropolitan)","Number","Practising","Dentists",7461,TRUE
2012,"France (metropolitan)","Number","Practising","Pharmacists",6327,TRUE
2012,"France (metropolitan)","Number","Practising","Physiotherapists",13027,TRUE
2012,"Croatia","Number","Practising","Medical doctors",12772,FALSE
2012,"Croatia","Number","Practising","Dentists",3223,FALSE
2012,"Croatia","Number","Practising","Pharmacists",3004,FALSE
2012,"Croatia","Number","Practising","Physiotherapists",3223,TRUE
2012,"Italy","Number","Practising","Medical doctors",230621,FALSE
2012,"Italy","Number","Practising","Dentists",47604,TRUE
2012,"Italy","Number","Practising","Pharmacists",69939,TRUE
2012,"Italy","Number","Practising","Physiotherapists",231481,TRUE
2012,"Cyprus","Number","Practising","Medical doctors",2606,FALSE
2012,"Cyprus","Number","Practising","Dentists",816,FALSE
2012,"Cyprus","Number","Practising","Pharmacists",195,FALSE
2012,"Cyprus","Number","Practising","Physiotherapists",816,TRUE
2012,"Latvia","Number","Practising","Medical doctors",6396,FALSE
2012,"Latvia","Number","Practising","Dentists",1445,FALSE
2012,"Latvia","Number","Practising","Pharmacists",1402,FALSE
2012,"Latvia","Number","Practising","Physiotherapists",1445,TRUE
2012,"Lithuania","Number","Practising","Medical doctors",12604,FALSE
2012,"Lithuania","Number","Practising","Dentists",2685,FALSE
2012,"Lithuania","Number","Practising","Pharmacists",2880,TRUE
2012,"Lithuania","Number","Practising","Physiotherapists",12407,TRUE
2012,"Luxembourg","Number","Practising","Medical doctors",1490,FALSE
2012,"Luxembourg","Number","Practising","Dentists",441,FALSE
2012,"Luxembourg","Number","Practising","Pharmacists",380,FALSE
2012,"Luxembourg","Number","Practising","Physiotherapists",441,TRUE
2012,"Hungary","Number","Practising","Medical doctors",30641,FALSE
2012,"Hungary","Number","Practising","Dentists",5609,FALSE
2012,"Hungary","Number","Practising","Pharmacists",5683,FALSE
2012,"Hungary","Number","Practising","Physiotherapists",5683,TRUE
2012,"Malta","Number","Practising","Medical doctors",1381,FALSE
2012,"Malta","Number","Practising","Dentists",190,FALSE
2012,"Malta","Number","Practising","Pharmacists",454,FALSE
2012,"Malta","Number","Practising","Physiotherapists",454,TRUE
2012,"Netherlands","Number","Practising","Medical doctors",59144,TRUE
2012,"Netherlands","Number","Practising","Dentists",8290,FALSE
2012,"Netherlands","Number","Practising","Pharmacists",3443,FALSE
2012,"Netherlands","Number","Practising","Physiotherapists",8225,TRUE
2012,"Austria","Number","Practising","Medical doctors",41268,FALSE
2012,"Austria","Number","Practising","Dentists",4797,FALSE
2012,"Austria","Number","Practising","Pharmacists",5823,FALSE
2012,"Austria","Number","Practising","Physiotherapists",5823,TRUE
2012,"Poland","Number","Practising","Medical doctors",85025,FALSE
2012,"Poland","Number","Practising","Dentists",12491,FALSE
2012,"Poland","Number","Practising","Pharmacists",26843,FALSE
2012,"Poland","Number","Practising","Physiotherapists",26843,TRUE
2012,"Portugal","Number","Practising","Medical doctors",32583,TRUE
2012,"Portugal","Number","Practising","Dentists",7461,TRUE
2012,"Portugal","Number","Practising","Pharmacists",7744,FALSE
2012,"Portugal","Number","Practising","Physiotherapists",7930,TRUE
2012,"Romania","Number","Practising","Medical doctors",52362,FALSE
2012,"Romania","Number","Practising","Dentists",13779,FALSE
2012,"Romania","Number","Practising","Pharmacists",15359,FALSE
2012,"Romania","Number","Practising","Physiotherapists",15359,TRUE
2012,"Slovenia","Number","Practising","Medical doctors",5228,FALSE
2012,"Slovenia","Number","Practising","Dentists",1296,FALSE
2012,"Slovenia","Number","Practising","Pharmacists",1159,FALSE
2012,"Slovenia","Number","Practising","Physiotherapists",1296,TRUE
2012,"Slovakia","Number","Practising","Medical doctors",32583,TRUE
2012,"Slovakia","Number","Practising","Dentists",7461,TRUE
2012,"Slovakia","Number","Practising","Pharmacists",6327,TRUE
2012,"Slovakia","Number","Practising","Physiotherapists",13027,TRUE
2012,"Finland","Number","Practising","Medical doctors",16614,FALSE
2012,"Finland","Number","Practising","Dentists",4009,FALSE
2012,"Finland","Number","Practising","Pharmacists",6259,FALSE
2012,"Finland","Number","Practising","Physiotherapists",6259,TRUE
2012,"Sweden","Number","Practising","Medical doctors",37769,FALSE
