"TIME","GEO","UNIT","WSTATUS","ISCO08","Value","Value_imp"
2010,"Czechia","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",155358,TRUE
2010,"Czechia","Number","Professionally active","Nurses and midwives",109155,TRUE
2010,"Czechia","Number","Professionally active","Nursing professionals and midwives",566696,TRUE
2010,"Czechia","Number","Professionally active","Nurses",102863,TRUE
2010,"Czechia","Number","Professionally active","Nursing professionals",61325,TRUE
2010,"Czechia","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",109155,TRUE
2010,"Czechia","Number","Licensed to practice","Nurses and midwives",109155,FALSE
2010,"Czechia","Number","Licensed to practice","Nursing professionals and midwives",102863,TRUE
2010,"Czechia","Number","Licensed to practice","Nurses",102863,FALSE
2010,"Czechia","Number","Licensed to practice","Nursing professionals",102863,TRUE
2010,"Czechia","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",92.83,FALSE
2010,"Czechia","Inhabitants per ...","Practising","Nurses and midwives",117.38,FALSE
2010,"Czechia","Inhabitants per ...","Practising","Nursing professionals and midwives",117.38,TRUE
2010,"Czechia","Inhabitants per ...","Practising","Nurses",123.52,FALSE
2010,"Czechia","Inhabitants per ...","Practising","Nursing professionals",117.38,TRUE
2010,"Czechia","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",52.97,TRUE
2010,"Czechia","Inhabitants per ...","Professionally active","Nurses and midwives",95.96,TRUE
2010,"Czechia","Inhabitants per ...","Professionally active","Nursing professionals and midwives",89.67,TRUE
2010,"Czechia","Inhabitants per ...","Professionally active","Nurses",101.83,TRUE
2010,"Czechia","Inhabitants per ...","Professionally active","Nursing professionals",83.6,TRUE
2010,"Czechia","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",95.96,TRUE
2010,"Czechia","Inhabitants per ...","Licensed to practice","Nurses and midwives",95.96,FALSE
2010,"Czechia","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",95.96,TRUE
2010,"Czechia","Inhabitants per ...","Licensed to practice","Nurses",101.83,FALSE
2010,"Czechia","Inhabitants per ...","Licensed to practice","Nursing professionals",95.96,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",1077.28,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Practising","Nurses and midwives",851.91,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",851.91,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Practising","Nurses",809.55,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Practising","Nursing professionals",851.91,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",1887.73,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",1042.11,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",1115.2,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Professionally active","Nurses",982.04,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Professionally active","Nursing professionals",1196.12,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",1042.11,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",1042.11,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",1042.11,TRUE
2010,"Czechia","Per hundred thousand inhabitants","Licensed to practice","Nurses",982.04,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",1042.11,TRUE
2010,"Denmark","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",145735,FALSE
2010,"Denmark","Number","Practising","Nurses and midwives",56091,FALSE
2010,"Denmark","Number","Practising","Nursing professionals and midwives",56091,FALSE
2010,"Denmark","Number","Practising","Nurses",54481,FALSE
2010,"Denmark","Number","Practising","Nursing professionals",54481,FALSE
2010,"Denmark","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",155358,FALSE
2010,"Denmark","Number","Professionally active","Nurses and midwives",61868,FALSE
2010,"Denmark","Number","Professionally active","Nursing professionals and midwives",61868,FALSE
2010,"Denmark","Number","Professionally active","Nurses",60179,FALSE
2010,"Denmark","Number","Professionally active","Nursing professionals",60179,FALSE
2010,"Denmark","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",145735,TRUE
2010,"Denmark","Number","Licensed to practice","Nurses and midwives",97546,FALSE
2010,"Denmark","Number","Licensed to practice","Nursing professionals and midwives",97546,FALSE
2010,"Denmark","Number","Licensed to practice","Nurses",94764,FALSE
2010,"Denmark","Number","Licensed to practice","Nursing professionals",94764,FALSE
2010,"Denmark","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",38.07,FALSE
2010,"Denmark","Inhabitants per ...","Practising","Nurses and midwives",98.91,FALSE
2010,"Denmark","Inhabitants per ...","Practising","Nursing professionals and midwives",98.91,FALSE
2010,"Denmark","Inhabitants per ...","Practising","Nurses",101.83,FALSE
2010,"Denmark","Inhabitants per ...","Practising","Nursing professionals",101.83,FALSE
2010,"Denmark","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",35.71,FALSE
2010,"Denmark","Inhabitants per ...","Professionally active","Nurses and midwives",89.67,FALSE
2010,"Denmark","Inhabitants per ...","Professionally active","Nursing professionals and midwives",89.67,FALSE
2010,"Denmark","Inhabitants per ...","Professionally active","Nurses",92.19,FALSE
2010,"Denmark","Inhabitants per ...","Professionally active","Nursing professionals",92.19,FALSE
2010,"Denmark","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",38.07,TRUE
2010,"Denmark","Inhabitants per ...","Licensed to practice","Nurses and midwives",56.87,FALSE
2010,"Denmark","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",56.87,FALSE
2010,"Denmark","Inhabitants per ...","Licensed to practice","Nurses",58.54,FALSE
2010,"Denmark","Inhabitants per ...","Licensed to practice","Nursing professionals",58.54,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",2626.95,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Practising","Nurses and midwives",1011.07,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",1011.07,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Practising","Nurses",982.05,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Practising","Nursing professionals",982.05,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",2800.41,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",1115.2,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",1115.2,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Professionally active","Nurses",1084.76,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Professionally active","Nursing professionals",1084.76,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",2626.95,TRUE
2010,"Denmark","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",1758.32,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",1758.32,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Licensed to practice","Nurses",1708.17,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",1708.17,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",1343442,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Practising","Nurses and midwives",963000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Practising","Nursing professionals and midwives",826000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Practising","Nurses",942000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Practising","Nursing professionals",805000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",206145,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nurses and midwives",1203000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nursing professionals and midwives",991000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nurses",1181000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Professionally active","Nursing professionals",969000,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",1343442,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nurses and midwives",109155,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nursing professionals and midwives",826000,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nurses",102863,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Licensed to practice","Nursing professionals",805000,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",60.03,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nurses and midwives",84.12,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nursing professionals and midwives",98.08,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nurses",86,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Practising","Nursing professionals",100.64,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",52.97,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nurses and midwives",67.34,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nursing professionals and midwives",81.75,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nurses",68.6,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Professionally active","Nursing professionals",83.6,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",60.03,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nurses and midwives",62.8,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",81.75,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nurses",66.53,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Licensed to practice","Nursing professionals",83.6,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",1665.86,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nurses and midwives",1188.71,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",1019.6,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nurses",1162.79,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Practising","Nursing professionals",993.68,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",1887.73,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",1484.96,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",1223.27,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nurses",1457.81,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Professionally active","Nursing professionals",1196.12,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",1665.86,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",1592.44,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",1223.27,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nurses",1503.09,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",1196.12,TRUE
2010,"Estonia","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",11979,FALSE
2010,"Estonia","Number","Practising","Nurses and midwives",8524,FALSE
2010,"Estonia","Number","Practising","Nursing professionals and midwives",8524,FALSE
2010,"Estonia","Number","Practising","Nurses",8154,FALSE
2010,"Estonia","Number","Practising","Nursing professionals",8154,FALSE
2010,"Estonia","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",155358,TRUE
2010,"Estonia","Number","Professionally active","Nurses and midwives",137243,TRUE
2010,"Estonia","Number","Professionally active","Nursing professionals and midwives",61868,TRUE
2010,"Estonia","Number","Professionally active","Nurses",129916,TRUE
2010,"Estonia","Number","Professionally active","Nursing professionals",60179,TRUE
2010,"Estonia","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",11908,TRUE
2010,"Estonia","Number","Licensed to practice","Nurses and midwives",11908,FALSE
2010,"Estonia","Number","Licensed to practice","Nursing professionals and midwives",11908,FALSE
2010,"Estonia","Number","Licensed to practice","Nurses",11268,FALSE
2010,"Estonia","Number","Licensed to practice","Nursing professionals",11268,FALSE
2010,"Estonia","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",111.15,FALSE
2010,"Estonia","Inhabitants per ...","Practising","Nurses and midwives",156.2,FALSE
2010,"Estonia","Inhabitants per ...","Practising","Nursing professionals and midwives",156.2,FALSE
2010,"Estonia","Inhabitants per ...","Practising","Nurses",163.29,FALSE
2010,"Estonia","Inhabitants per ...","Practising","Nursing professionals",163.29,FALSE
2010,"Estonia","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",52.97,TRUE
2010,"Estonia","Inhabitants per ...","Professionally active","Nurses and midwives",79.57,TRUE
2010,"Estonia","Inhabitants per ...","Professionally active","Nursing professionals and midwives",89.67,TRUE
2010,"Estonia","Inhabitants per ...","Professionally active","Nurses",84.06,TRUE
2010,"Estonia","Inhabitants per ...","Professionally active","Nursing professionals",92.19,TRUE
2010,"Estonia","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",111.81,TRUE
2010,"Estonia","Inhabitants per ...","Licensed to practice","Nurses and midwives",111.81,FALSE
2010,"Estonia","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",111.81,FALSE
2010,"Estonia","Inhabitants per ...","Licensed to practice","Nurses",118.16,FALSE
2010,"Estonia","Inhabitants per ...","Licensed to practice","Nursing professionals",118.16,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",899.68,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Practising","Nurses and midwives",640.19,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",640.19,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Practising","Nurses",612.4,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Practising","Nursing professionals",612.4,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",1887.73,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",1256.77,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",1115.2,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Professionally active","Nurses",1189.68,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Professionally active","Nursing professionals",1084.76,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",894.35,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",894.35,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",894.35,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Licensed to practice","Nurses",846.28,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",846.28,FALSE
2010,"Ireland","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",112839,TRUE
2010,"Ireland","Number","Practising","Nurses and midwives",89233,TRUE
2010,"Ireland","Number","Practising","Nursing professionals and midwives",56091,TRUE
2010,"Ireland","Number","Practising","Nurses",84796,TRUE
2010,"Ireland","Number","Practising","Nursing professionals",54481,TRUE
2010,"Ireland","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",155358,TRUE
2010,"Ireland","Number","Professionally active","Nurses and midwives",61868,TRUE
2010,"Ireland","Number","Professionally active","Nursing professionals and midwives",61868,TRUE
2010,"Ireland","Number","Professionally active","Nurses",61325,FALSE
2010,"Ireland","Number","Professionally active","Nursing professionals",61325,FALSE
2010,"Ireland","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",67415,TRUE
2010,"Ireland","Number","Licensed to practice","Nurses and midwives",109155,TRUE
2010,"Ireland","Number","Licensed to practice","Nursing professionals and midwives",81598,TRUE
2010,"Ireland","Number","Licensed to practice","Nurses",67415,FALSE
2010,"Ireland","Number","Licensed to practice","Nursing professionals",67415,FALSE
2010,"Ireland","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",92.83,TRUE
2010,"Ireland","Inhabitants per ...","Practising","Nurses and midwives",117.38,TRUE
2010,"Ireland","Inhabitants per ...","Practising","Nursing professionals and midwives",98.91,TRUE
2010,"Ireland","Inhabitants per ...","Practising","Nurses",123.52,TRUE
2010,"Ireland","Inhabitants per ...","Practising","Nursing professionals",101.83,TRUE
2010,"Ireland","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",52.97,TRUE
2010,"Ireland","Inhabitants per ...","Professionally active","Nurses and midwives",79.57,TRUE
2010,"Ireland","Inhabitants per ...","Professionally active","Nursing professionals and midwives",81.75,TRUE
2010,"Ireland","Inhabitants per ...","Professionally active","Nurses",74.36,FALSE
2010,"Ireland","Inhabitants per ...","Professionally active","Nursing professionals",74.36,FALSE
2010,"Ireland","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",67.64,TRUE
2010,"Ireland","Inhabitants per ...","Licensed to practice","Nurses and midwives",62.8,TRUE
2010,"Ireland","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",58.92,TRUE
