"TIME","GEO","UNIT","ICHA11_HF","Value","Flag and Footnotes"
"2009","Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",":",""
"2009","Euro area - 12 countries (2001-2006)","Million euro","All financing schemes",":",""
"2009","Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Euro area - 12 countries (2001-2006)","Million euro","Government schemes",":",""
"2009","Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",":",""
"2009","Belgium","Million euro","All financing schemes","35 879.39",""
"2009","Belgium","Million euro","Government schemes and compulsory contributory health care financing schemes","27 304.88",""
"2009","Belgium","Million euro","Government schemes","3 810.66",""
"2009","Belgium","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","23 494.22",""
"2009","Belgium","Million euro","Social health insurance schemes","23 474.90",""
"2009","Bulgaria","Million euro","All financing schemes",":",""
"2009","Bulgaria","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Bulgaria","Million euro","Government schemes",":",""
"2009","Bulgaria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Bulgaria","Million euro","Social health insurance schemes",":",""
"2009","Czechia","Million euro","All financing schemes",":",""
"2009","Czechia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Czechia","Million euro","Government schemes",":",""
"2009","Czechia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Czechia","Million euro","Social health insurance schemes",":",""
"2009","Denmark","Million euro","All financing schemes",":",""
"2009","Denmark","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Denmark","Million euro","Government schemes",":",""
"2009","Denmark","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Denmark","Million euro","Social health insurance schemes",":",""
"2009","Germany (until 1990 former territory of the FRG)","Million euro","All financing schemes","274 841.00",""
"2009","Germany (until 1990 former territory of the FRG)","Million euro","Government schemes and compulsory contributory health care financing schemes","229 043.00",""
"2009","Germany (until 1990 former territory of the FRG)","Million euro","Government schemes","18 793.00",""
"2009","Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","210 249.00",""
"2009","Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes","188 255.00",""
"2009","Estonia","Million euro","All financing schemes","925.55",""
"2009","Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes","720.72",""
"2009","Estonia","Million euro","Government schemes","98.54",""
"2009","Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","622.18",""
"2009","Estonia","Million euro","Social health insurance schemes","622.18",""
"2009","Ireland","Million euro","All financing schemes",":",""
"2009","Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Ireland","Million euro","Government schemes",":",""
"2009","Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Ireland","Million euro","Social health insurance schemes",":",""
"2009","Greece","Million euro","All financing schemes","22 344.57",""
"2009","Greece","Million euro","Government schemes and compulsory contributory health care financing schemes","15 265.83",""
"2009","Greece","Million euro","Government schemes","6 115.40",""
"2009","Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","9 150.43",""
"2009","Greece","Million euro","Social health insurance schemes","9 150.43",""
"2009","Spain","Million euro","All financing schemes","97 384.01",""
"2009","Spain","Million euro","Government schemes and compulsory contributory health care financing schemes","73 106.85",""
"2009","Spain","Million euro","Government schemes","69 106.44",""
"2009","Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 000.41",""
"2009","Spain","Million euro","Social health insurance schemes","4 000.41",""
"2009","France","Million euro","All financing schemes","218 751.88",""
"2009","France","Million euro","Government schemes and compulsory contributory health care financing schemes","167 421.58",""
"2009","France","Million euro","Government schemes","10 826.73",""
"2009","France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","156 594.85",""
"2009","France","Million euro","Social health insurance schemes","156 594.85",""
"2009","Croatia","Million euro","All financing schemes",":",""
"2009","Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Croatia","Million euro","Government schemes",":",""
"2009","Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Croatia","Million euro","Social health insurance schemes",":",""
"2009","Italy","Million euro","All financing schemes",":",""
"2009","Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Italy","Million euro","Government schemes",":",""
"2009","Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Italy","Million euro","Social health insurance schemes",":",""
"2009","Cyprus","Million euro","All financing schemes",":",""
"2009","Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Cyprus","Million euro","Government schemes",":",""
"2009","Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Cyprus","Million euro","Social health insurance schemes",":",""
"2009","Latvia","Million euro","All financing schemes",":",""
"2009","Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Latvia","Million euro","Government schemes",":",""
"2009","Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Latvia","Million euro","Social health insurance schemes",":",""
"2009","Lithuania","Million euro","All financing schemes","1 981.24",""
"2009","Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes","1 435.62",""
"2009","Lithuania","Million euro","Government schemes","213.47",""
"2009","Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1 222.15",""
"2009","Lithuania","Million euro","Social health insurance schemes","1 222.15",""
"2009","Luxembourg","Million euro","All financing schemes",":",""
"2009","Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Luxembourg","Million euro","Government schemes",":",""
"2009","Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Luxembourg","Million euro","Social health insurance schemes",":",""
"2009","Hungary","Million euro","All financing schemes","6 832.62",""
"2009","Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes","4 669.12",""
"2009","Hungary","Million euro","Government schemes","648.02",""
"2009","Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 021.09",""
"2009","Hungary","Million euro","Social health insurance schemes","4 021.09",""
"2009","Malta","Million euro","All financing schemes",":",""
"2009","Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Malta","Million euro","Government schemes",":",""
"2009","Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Malta","Million euro","Social health insurance schemes",":",""
"2009","Netherlands","Million euro","All financing schemes","62 439.91",""
"2009","Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes","51 936.88",""
"2009","Netherlands","Million euro","Government schemes","3 346.62",""
"2009","Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","48 590.26",""
"2009","Netherlands","Million euro","Social health insurance schemes","15 775.13",""
"2009","Austria","Million euro","All financing schemes","29 454.88",""
"2009","Austria","Million euro","Government schemes and compulsory contributory health care financing schemes","22 120.50",""
"2009","Austria","Million euro","Government schemes","9 037.78",""
"2009","Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","13 082.72",""
"2009","Austria","Million euro","Social health insurance schemes","13 082.72",""
"2009","Poland","Million euro","All financing schemes",":",""
"2009","Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Poland","Million euro","Government schemes",":",""
"2009","Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Poland","Million euro","Social health insurance schemes",":",""
"2009","Portugal","Million euro","All financing schemes","17 332.44",""
"2009","Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes","12 118.96",""
"2009","Portugal","Million euro","Government schemes","11 937.08",""
"2009","Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","181.89",""
"2009","Portugal","Million euro","Social health insurance schemes","181.89",""
"2009","Romania","Million euro","All financing schemes",":",""
"2009","Romania","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Romania","Million euro","Government schemes",":",""
"2009","Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Romania","Million euro","Social health insurance schemes",":",""
"2009","Slovenia","Million euro","All financing schemes",":",""
"2009","Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Slovenia","Million euro","Government schemes",":",""
"2009","Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Slovenia","Million euro","Social health insurance schemes",":",""
"2009","Slovakia","Million euro","All financing schemes",":",""
"2009","Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Slovakia","Million euro","Government schemes",":",""
"2009","Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Slovakia","Million euro","Social health insurance schemes",":",""
"2009","Finland","Million euro","All financing schemes","16 650.25",""
"2009","Finland","Million euro","Government schemes and compulsory contributory health care financing schemes","12 906.95",""
"2009","Finland","Million euro","Government schemes","10 317.10",""
"2009","Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2 589.85",""
"2009","Finland","Million euro","Social health insurance schemes","2 393.37",""
"2009","Sweden","Million euro","All financing schemes","27 603.75",""
"2009","Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes","22 769.63",""
"2009","Sweden","Million euro","Government schemes","22 769.63",""
"2009","Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2009","Sweden","Million euro","Social health insurance schemes","0.00",""
"2009","Iceland","Million euro","All financing schemes",":",""
"2009","Iceland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Iceland","Million euro","Government schemes",":",""
"2009","Iceland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Iceland","Million euro","Social health insurance schemes",":",""
"2009","Liechtenstein","Million euro","All financing schemes",":",""
"2009","Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Liechtenstein","Million euro","Government schemes",":",""
"2009","Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Liechtenstein","Million euro","Social health insurance schemes",":",""
"2009","Norway","Million euro","All financing schemes",":",""
"2009","Norway","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Norway","Million euro","Government schemes",":",""
"2009","Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Norway","Million euro","Social health insurance schemes",":",""
"2009","Switzerland","Million euro","All financing schemes",":",""
"2009","Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Switzerland","Million euro","Government schemes",":",""
"2009","Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Switzerland","Million euro","Social health insurance schemes",":",""
"2009","United Kingdom","Million euro","All financing schemes",":",""
"2009","United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","United Kingdom","Million euro","Government schemes",":",""
"2009","United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","United Kingdom","Million euro","Social health insurance schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","All financing schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","Government schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Bosnia and Herzegovina","Million euro","Social health insurance schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","All financing schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Government schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","All financing schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Government schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","All financing schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Government schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","All financing schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Government schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Government schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Social health insurance schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","All financing schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Government schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","All financing schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Government schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",":",""
"2010","Belgium","Million euro","All financing schemes","37 162.79",""
"2010","Belgium","Million euro","Government schemes and compulsory contributory health care financing schemes","28 272.65",""
"2010","Belgium","Million euro","Government schemes","3 918.23",""
"2010","Belgium","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","24 354.43",""
"2010","Belgium","Million euro","Social health insurance schemes","24 335.99",""
"2010","Bulgaria","Million euro","All financing schemes",":",""
"2010","Bulgaria","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Bulgaria","Million euro","Government schemes",":",""
"2010","Bulgaria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Bulgaria","Million euro","Social health insurance schemes",":",""
"2010","Czechia","Million euro","All financing schemes",":",""
"2010","Czechia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Czechia","Million euro","Government schemes",":",""
"2010","Czechia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Czechia","Million euro","Social health insurance schemes",":",""
"2010","Denmark","Million euro","All financing schemes","25 126.67",""
"2010","Denmark","Million euro","Government schemes and compulsory contributory health care financing schemes","21 076.18",""
"2010","Denmark","Million euro","Government schemes","21 076.18",""
"2010","Denmark","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2010","Denmark","Million euro","Social health insurance schemes","0.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","All financing schemes","284 568.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Government schemes and compulsory contributory health care financing schemes","236 887.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Government schemes","19 296.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","217 591.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes","194 905.00",""
"2010","Estonia","Million euro","All financing schemes","932.10",""
"2010","Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes","711.45",""
"2010","Estonia","Million euro","Government schemes","101.75",""
"2010","Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","609.70",""
"2010","Estonia","Million euro","Social health insurance schemes","609.70",""
"2010","Ireland","Million euro","All financing schemes",":",""
"2010","Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Ireland","Million euro","Government schemes",":",""
"2010","Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Ireland","Million euro","Social health insurance schemes",":",""
"2010","Greece","Million euro","All financing schemes","21 508.34",""
"2010","Greece","Million euro","Government schemes and compulsory contributory health care financing schemes","14 820.52",""
"2010","Greece","Million euro","Government schemes","6 475.43",""
"2010","Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8 345.08",""
"2010","Greece","Million euro","Social health insurance schemes","8 345.08",""
"2010","Spain","Million euro","All financing schemes","97 815.78",""
"2010","Spain","Million euro","Government schemes and compulsory contributory health care financing schemes","72 817.90",""
"2010","Spain","Million euro","Government schemes","68 754.01",""
"2010","Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 063.90",""
"2010","Spain","Million euro","Social health insurance schemes","4 063.90",""
"2010","France","Million euro","All financing schemes","224 272.75",""
"2010","France","Million euro","Government schemes and compulsory contributory health care financing schemes","171 096.66",""
"2010","France","Million euro","Government schemes","11 026.33",""
"2010","France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","160 070.34",""
"2010","France","Million euro","Social health insurance schemes","160 070.34",""
"2010","Croatia","Million euro","All financing schemes",":",""
"2010","Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Croatia","Million euro","Government schemes",":",""
"2010","Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Croatia","Million euro","Social health insurance schemes",":",""
"2010","Italy","Million euro","All financing schemes",":",""
"2010","Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Italy","Million euro","Government schemes",":",""
"2010","Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Italy","Million euro","Social health insurance schemes",":",""
"2010","Cyprus","Million euro","All financing schemes","1 265.08",""
"2010","Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes","583.70",""
"2010","Cyprus","Million euro","Government schemes","575.04",""
"2010","Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8.66",""
"2010","Cyprus","Million euro","Social health insurance schemes","8.66",""
"2010","Latvia","Million euro","All financing schemes",":",""
"2010","Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Latvia","Million euro","Government schemes",":",""
"2010","Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Latvia","Million euro","Social health insurance schemes",":",""
"2010","Lithuania","Million euro","All financing schemes","1 910.39",""
"2010","Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes","1 369.99",""
"2010","Lithuania","Million euro","Government schemes","197.75",""
"2010","Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1 172.24",""
"2010","Lithuania","Million euro","Social health insurance schemes","1 172.24",""
"2010","Luxembourg","Million euro","All financing schemes",":",""
"2010","Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Luxembourg","Million euro","Government schemes",":",""
"2010","Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Luxembourg","Million euro","Social health insurance schemes",":",""
"2010","Hungary","Million euro","All financing schemes","7 431.57",""
"2010","Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes","4 987.04",""
"2010","Hungary","Million euro","Government schemes","606.83",""
"2010","Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 380.22",""
"2010","Hungary","Million euro","Social health insurance schemes","4 380.22",""
"2010","Malta","Million euro","All financing schemes",":",""
"2010","Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Malta","Million euro","Government schemes",":",""
"2010","Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Malta","Million euro","Social health insurance schemes",":",""
"2010","Netherlands","Million euro","All financing schemes","64 910.43",""
"2010","Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes","54 119.77",""
"2010","Netherlands","Million euro","Government schemes","3 336.93",""
"2010","Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","50 782.84",""
"2010","Netherlands","Million euro","Social health insurance schemes","16 442.88",""
"2010","Austria","Million euro","All financing schemes","30 243.65",""
"2010","Austria","Million euro","Government schemes and compulsory contributory health care financing schemes","22 576.02",""
"2010","Austria","Million euro","Government schemes","9 383.74",""
"2010","Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","13 192.27",""
"2010","Austria","Million euro","Social health insurance schemes","13 192.27",""
"2010","Poland","Million euro","All financing schemes",":",""
"2010","Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Poland","Million euro","Government schemes",":",""
"2010","Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Poland","Million euro","Social health insurance schemes",":",""
"2010","Portugal","Million euro","All financing schemes","17 668.16",""
"2010","Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes","12 326.83",""
"2010","Portugal","Million euro","Government schemes","12 151.77",""
"2010","Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","175.06",""
"2010","Portugal","Million euro","Social health insurance schemes","175.06",""
"2010","Romania","Million euro","All financing schemes",":",""
"2010","Romania","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Romania","Million euro","Government schemes",":",""
"2010","Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Romania","Million euro","Social health insurance schemes",":",""
"2010","Slovenia","Million euro","All financing schemes",":",""
"2010","Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Slovenia","Million euro","Government schemes",":",""
"2010","Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Slovenia","Million euro","Social health insurance schemes",":",""
"2010","Slovakia","Million euro","All financing schemes",":",""
"2010","Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Slovakia","Million euro","Government schemes",":",""
"2010","Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Slovakia","Million euro","Social health insurance schemes",":",""
"2010","Finland","Million euro","All financing schemes","17 200.09",""
"2010","Finland","Million euro","Government schemes and compulsory contributory health care financing schemes","13 258.60",""
"2010","Finland","Million euro","Government schemes","10 664.53",""
"2010","Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2 594.07",""
"2010","Finland","Million euro","Social health insurance schemes","2 392.59",""
"2010","Sweden","Million euro","All financing schemes","31 202.33",""
"2010","Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes","25 714.30",""
"2010","Sweden","Million euro","Government schemes","25 714.30",""
"2010","Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
