"TIME","GEO","UNIT","ICHA11_HC","Value","Value_imp"
2009,"Bulgaria","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Bulgaria","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Bulgaria","Million euro","Curative care",519.45,TRUE
2009,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Bulgaria","Million euro","Inpatient curative care",498.88,TRUE
2009,"Czechia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Czechia","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Czechia","Million euro","Curative care",519.45,TRUE
2009,"Czechia","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Czechia","Million euro","Inpatient curative care",247.4,TRUE
2009,"Denmark","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Denmark","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Denmark","Million euro","Curative care",519.45,TRUE
2009,"Denmark","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Denmark","Million euro","Inpatient curative care",247.4,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",519.45,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",247.4,TRUE
2009,"Estonia","Million euro","Current health care expenditure (CHE)",925.55,FALSE
2009,"Estonia","Million euro","Curative care and rehabilitative care",534.32,FALSE
2009,"Estonia","Million euro","Curative care",519.45,FALSE
2009,"Estonia","Million euro","Inpatient curative and rehabilitative care",252.35,FALSE
2009,"Estonia","Million euro","Inpatient curative care",247.4,FALSE
2009,"Ireland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Ireland","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Ireland","Million euro","Curative care",519.45,TRUE
2009,"Ireland","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Ireland","Million euro","Inpatient curative care",247.4,TRUE
2009,"Greece","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Greece","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Greece","Million euro","Curative care",519.45,TRUE
2009,"Greece","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Greece","Million euro","Inpatient curative care",247.4,TRUE
2009,"Spain","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Spain","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Spain","Million euro","Curative care",519.45,TRUE
2009,"Spain","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Spain","Million euro","Inpatient curative care",247.4,TRUE
2009,"France","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"France","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"France","Million euro","Curative care",519.45,TRUE
2009,"France","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"France","Million euro","Inpatient curative care",247.4,TRUE
2009,"Croatia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Croatia","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Croatia","Million euro","Curative care",519.45,TRUE
2009,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2009,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2009,"Italy","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Italy","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Italy","Million euro","Curative care",519.45,TRUE
2009,"Italy","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Italy","Million euro","Inpatient curative care",247.4,TRUE
2009,"Cyprus","Million euro","Current health care expenditure (CHE)",925.55,TRUE
2009,"Cyprus","Million euro","Curative care and rehabilitative care",821.3,TRUE
2009,"Cyprus","Million euro","Curative care",740.63,TRUE
2009,"Cyprus","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2009,"Cyprus","Million euro","Inpatient curative care",365.72,TRUE
2009,"Latvia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2009,"Latvia","Million euro","Curative care",618.56,TRUE
2009,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2009,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2009,"Lithuania","Million euro","Current health care expenditure (CHE)",925.55,TRUE
2009,"Lithuania","Million euro","Curative care and rehabilitative care",960.47,TRUE
2009,"Lithuania","Million euro","Curative care",960.47,FALSE
2009,"Lithuania","Million euro","Inpatient curative and rehabilitative care",561.55,FALSE
2009,"Lithuania","Million euro","Inpatient curative care",498.88,FALSE
2009,"Luxembourg","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Luxembourg","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Luxembourg","Million euro","Curative care",519.45,TRUE
2009,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",667.33,TRUE
2009,"Luxembourg","Million euro","Inpatient curative care",632.53,TRUE
2009,"Hungary","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Hungary","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Hungary","Million euro","Curative care",519.45,TRUE
2009,"Hungary","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Hungary","Million euro","Inpatient curative care",247.4,TRUE
2009,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2009,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2009,"Malta","Million euro","Curative care",414.01,TRUE
2009,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2009,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2009,"Netherlands","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Netherlands","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Netherlands","Million euro","Curative care",519.45,TRUE
2009,"Netherlands","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Netherlands","Million euro","Inpatient curative care",247.4,TRUE
2009,"Austria","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Austria","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Austria","Million euro","Curative care",519.45,TRUE
2009,"Austria","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Austria","Million euro","Inpatient curative care",247.4,TRUE
2009,"Poland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Poland","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Poland","Million euro","Curative care",519.45,TRUE
2009,"Poland","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Poland","Million euro","Inpatient curative care",247.4,TRUE
2009,"Portugal","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Portugal","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Portugal","Million euro","Curative care",519.45,TRUE
2009,"Portugal","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Portugal","Million euro","Inpatient curative care",247.4,TRUE
2009,"Romania","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Romania","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Romania","Million euro","Curative care",519.45,TRUE
2009,"Romania","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Romania","Million euro","Inpatient curative care",247.4,TRUE
2009,"Slovenia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Slovenia","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Slovenia","Million euro","Curative care",519.45,TRUE
2009,"Slovenia","Million euro","Inpatient curative and rehabilitative care",910.51,TRUE
2009,"Slovenia","Million euro","Inpatient curative care",857.73,TRUE
2009,"Slovakia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Slovakia","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Slovakia","Million euro","Curative care",519.45,TRUE
2009,"Slovakia","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Slovakia","Million euro","Inpatient curative care",247.4,TRUE
2009,"Finland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Finland","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Finland","Million euro","Curative care",519.45,TRUE
2009,"Finland","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Finland","Million euro","Inpatient curative care",247.4,TRUE
2009,"Sweden","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Sweden","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Sweden","Million euro","Curative care",519.45,TRUE
2009,"Sweden","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Sweden","Million euro","Inpatient curative care",247.4,TRUE
2009,"Iceland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2009,"Iceland","Million euro","Curative care and rehabilitative care",527.56,TRUE
2009,"Iceland","Million euro","Curative care",477.44,TRUE
2009,"Iceland","Million euro","Inpatient curative and rehabilitative care",245.83,TRUE
2009,"Iceland","Million euro","Inpatient curative care",221.62,TRUE
2009,"Liechtenstein","Million euro","Current health care expenditure (CHE)",283.02,TRUE
2009,"Liechtenstein","Million euro","Curative care and rehabilitative care",177.86,TRUE
2009,"Liechtenstein","Million euro","Curative care",157.24,TRUE
2009,"Liechtenstein","Million euro","Inpatient curative and rehabilitative care",79.41,TRUE
2009,"Liechtenstein","Million euro","Inpatient curative care",70.7,TRUE
2009,"Norway","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Norway","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Norway","Million euro","Curative care",519.45,TRUE
2009,"Norway","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Norway","Million euro","Inpatient curative care",247.4,TRUE
2009,"Switzerland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Switzerland","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"Switzerland","Million euro","Curative care",519.45,TRUE
2009,"Switzerland","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"Switzerland","Million euro","Inpatient curative care",247.4,TRUE
2009,"United Kingdom","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"United Kingdom","Million euro","Curative care and rehabilitative care",534.32,TRUE
2009,"United Kingdom","Million euro","Curative care",519.45,TRUE
2009,"United Kingdom","Million euro","Inpatient curative and rehabilitative care",252.35,TRUE
2009,"United Kingdom","Million euro","Inpatient curative care",247.4,TRUE
2009,"Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2009,"Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",763.08,TRUE
2009,"Bosnia and Herzegovina","Million euro","Curative care",726.79,TRUE
2009,"Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",410.5,TRUE
2009,"Bosnia and Herzegovina","Million euro","Inpatient curative care",391.3,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Curative care",740.63,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",365.72,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Curative care",740.63,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",365.72,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Curative care",740.63,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",365.72,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Curative care",740.63,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",365.72,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Curative care",740.63,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",365.72,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Curative care",740.63,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Inpatient curative care",365.72,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Curative care",740.63,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",365.72,TRUE
2010,"Belgium","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Belgium","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Belgium","Million euro","Curative care",740.63,TRUE
2010,"Belgium","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Belgium","Million euro","Inpatient curative care",365.72,TRUE
2010,"Bulgaria","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Bulgaria","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Bulgaria","Million euro","Curative care",740.63,TRUE
2010,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Bulgaria","Million euro","Inpatient curative care",365.72,TRUE
2010,"Czechia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Czechia","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Czechia","Million euro","Curative care",740.63,TRUE
2010,"Czechia","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Czechia","Million euro","Inpatient curative care",365.72,TRUE
2010,"Denmark","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Denmark","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Denmark","Million euro","Curative care",740.63,TRUE
2010,"Denmark","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Denmark","Million euro","Inpatient curative care",365.72,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",740.63,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",365.72,TRUE
2010,"Estonia","Million euro","Current health care expenditure (CHE)",932.1,FALSE
2010,"Estonia","Million euro","Curative care and rehabilitative care",527.85,FALSE
2010,"Estonia","Million euro","Curative care",514.61,FALSE
2010,"Estonia","Million euro","Inpatient curative and rehabilitative care",247.97,FALSE
2010,"Estonia","Million euro","Inpatient curative care",243.25,FALSE
2010,"Ireland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Ireland","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Ireland","Million euro","Curative care",740.63,TRUE
2010,"Ireland","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Ireland","Million euro","Inpatient curative care",365.72,TRUE
2010,"Greece","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Greece","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Greece","Million euro","Curative care",740.63,TRUE
2010,"Greece","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Greece","Million euro","Inpatient curative care",365.72,TRUE
2010,"Spain","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Spain","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Spain","Million euro","Curative care",740.63,TRUE
2010,"Spain","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Spain","Million euro","Inpatient curative care",365.72,TRUE
2010,"France","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"France","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"France","Million euro","Curative care",740.63,TRUE
2010,"France","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"France","Million euro","Inpatient curative care",365.72,TRUE
2010,"Croatia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Croatia","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Croatia","Million euro","Curative care",740.63,TRUE
2010,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2010,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2010,"Italy","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Italy","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Italy","Million euro","Curative care",740.63,TRUE
2010,"Italy","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Italy","Million euro","Inpatient curative care",365.72,TRUE
2010,"Cyprus","Million euro","Current health care expenditure (CHE)",821.3,TRUE
2010,"Cyprus","Million euro","Curative care and rehabilitative care",821.3,FALSE
2010,"Cyprus","Million euro","Curative care",740.63,FALSE
2010,"Cyprus","Million euro","Inpatient curative and rehabilitative care",394.71,FALSE
2010,"Cyprus","Million euro","Inpatient curative care",365.72,FALSE
2010,"Latvia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2010,"Latvia","Million euro","Curative care",618.56,TRUE
2010,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2010,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2010,"Lithuania","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Lithuania","Million euro","Curative care and rehabilitative care",995.38,FALSE
2010,"Lithuania","Million euro","Curative care",931.66,FALSE
2010,"Lithuania","Million euro","Inpatient curative and rehabilitative care",544.25,FALSE
2010,"Lithuania","Million euro","Inpatient curative care",486.81,FALSE
2010,"Luxembourg","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Luxembourg","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Luxembourg","Million euro","Curative care",740.63,TRUE
2010,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",667.33,TRUE
2010,"Luxembourg","Million euro","Inpatient curative care",632.53,TRUE
2010,"Hungary","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Hungary","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Hungary","Million euro","Curative care",740.63,TRUE
2010,"Hungary","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Hungary","Million euro","Inpatient curative care",365.72,TRUE
2010,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2010,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2010,"Malta","Million euro","Curative care",414.01,TRUE
2010,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2010,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2010,"Netherlands","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Netherlands","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Netherlands","Million euro","Curative care",740.63,TRUE
2010,"Netherlands","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Netherlands","Million euro","Inpatient curative care",365.72,TRUE
2010,"Austria","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Austria","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Austria","Million euro","Curative care",740.63,TRUE
2010,"Austria","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Austria","Million euro","Inpatient curative care",365.72,TRUE
2010,"Poland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Poland","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Poland","Million euro","Curative care",740.63,TRUE
2010,"Poland","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Poland","Million euro","Inpatient curative care",365.72,TRUE
2010,"Portugal","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Portugal","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Portugal","Million euro","Curative care",740.63,TRUE
2010,"Portugal","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Portugal","Million euro","Inpatient curative care",365.72,TRUE
2010,"Romania","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Romania","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Romania","Million euro","Curative care",740.63,TRUE
2010,"Romania","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Romania","Million euro","Inpatient curative care",365.72,TRUE
2010,"Slovenia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Slovenia","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Slovenia","Million euro","Curative care",740.63,TRUE
2010,"Slovenia","Million euro","Inpatient curative and rehabilitative care",910.51,TRUE
2010,"Slovenia","Million euro","Inpatient curative care",857.73,TRUE
2010,"Slovakia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Slovakia","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Slovakia","Million euro","Curative care",740.63,TRUE
2010,"Slovakia","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Slovakia","Million euro","Inpatient curative care",365.72,TRUE
2010,"Finland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Finland","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Finland","Million euro","Curative care",740.63,TRUE
2010,"Finland","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Finland","Million euro","Inpatient curative care",365.72,TRUE
2010,"Sweden","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Sweden","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Sweden","Million euro","Curative care",740.63,TRUE
2010,"Sweden","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Sweden","Million euro","Inpatient curative care",365.72,TRUE
2010,"Iceland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2010,"Iceland","Million euro","Curative care and rehabilitative care",527.56,TRUE
2010,"Iceland","Million euro","Curative care",477.44,TRUE
2010,"Iceland","Million euro","Inpatient curative and rehabilitative care",245.83,TRUE
2010,"Iceland","Million euro","Inpatient curative care",221.62,TRUE
