"TIME","GEO","UNIT","ICHA11_HP","Value","Value_imp"
2009,"Cyprus","Million euro","Hospitals",576.23,TRUE
2009,"Cyprus","Million euro","General hospitals",477.12,TRUE
2009,"Cyprus","Million euro","Mental health hospitals",15.18,TRUE
2009,"Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)",82.76,TRUE
2009,"Latvia","Million euro","All providers of health care",932.1,TRUE
2009,"Latvia","Million euro","Hospitals",443.65,TRUE
2009,"Latvia","Million euro","General hospitals",344.77,TRUE
2009,"Latvia","Million euro","Mental health hospitals",35.8,TRUE
2009,"Latvia","Million euro","Specialised hospitals (other than mental health hospitals)",62.82,TRUE
2009,"Lithuania","Million euro","All providers of health care",724.79,TRUE
2009,"Lithuania","Million euro","Hospitals",724.79,FALSE
2009,"Lithuania","Million euro","General hospitals",598.05,FALSE
2009,"Lithuania","Million euro","Mental health hospitals",29.69,FALSE
2009,"Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)",97.05,FALSE
2009,"Luxembourg","Million euro","All providers of health care",932.1,TRUE
2009,"Luxembourg","Million euro","Hospitals",786.48,TRUE
2009,"Luxembourg","Million euro","General hospitals",692.88,TRUE
2009,"Luxembourg","Million euro","Mental health hospitals",40.98,TRUE
2009,"Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)",52.61,TRUE
2009,"Hungary","Million euro","All providers of health care",229.95,TRUE
2009,"Hungary","Million euro","Hospitals",444.73,TRUE
2009,"Hungary","Million euro","General hospitals",420.03,TRUE
2009,"Hungary","Million euro","Mental health hospitals",10.28,FALSE
2009,"Hungary","Million euro","Specialised hospitals (other than mental health hospitals)",229.95,FALSE
2009,"Malta","Million euro","All providers of health care",889.47,TRUE
2009,"Malta","Million euro","Hospitals",385.21,TRUE
2009,"Malta","Million euro","General hospitals",333.01,TRUE
2009,"Malta","Million euro","Mental health hospitals",25.38,TRUE
2009,"Malta","Million euro","Specialised hospitals (other than mental health hospitals)",25.49,TRUE
2009,"Netherlands","Million euro","All providers of health care",925.55,TRUE
2009,"Netherlands","Million euro","Hospitals",724.79,TRUE
2009,"Netherlands","Million euro","General hospitals",598.05,TRUE
2009,"Netherlands","Million euro","Mental health hospitals",436.46,TRUE
2009,"Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)",752.1,FALSE
2009,"Austria","Million euro","All providers of health care",932.1,TRUE
2009,"Austria","Million euro","Hospitals",444.73,TRUE
2009,"Austria","Million euro","General hospitals",420.03,TRUE
2009,"Austria","Million euro","Mental health hospitals",436.46,TRUE
2009,"Austria","Million euro","Specialised hospitals (other than mental health hospitals)",59.84,TRUE
2009,"Poland","Million euro","All providers of health care",932.1,TRUE
2009,"Poland","Million euro","Hospitals",444.73,TRUE
2009,"Poland","Million euro","General hospitals",420.03,TRUE
2009,"Poland","Million euro","Mental health hospitals",420.95,TRUE
2009,"Poland","Million euro","Specialised hospitals (other than mental health hospitals)",484.43,TRUE
2009,"Portugal","Million euro","All providers of health care",925.55,TRUE
2009,"Portugal","Million euro","Hospitals",444.73,TRUE
2009,"Portugal","Million euro","General hospitals",420.03,TRUE
2009,"Portugal","Million euro","Mental health hospitals",143.95,FALSE
2009,"Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",59.84,TRUE
2009,"Romania","Million euro","All providers of health care",932.1,TRUE
2009,"Romania","Million euro","Hospitals",444.73,TRUE
2009,"Romania","Million euro","General hospitals",420.03,TRUE
2009,"Romania","Million euro","Mental health hospitals",67.96,TRUE
2009,"Romania","Million euro","Specialised hospitals (other than mental health hospitals)",298.3,TRUE
2009,"Slovenia","Million euro","All providers of health care",932.1,TRUE
2009,"Slovenia","Million euro","Hospitals",444.73,TRUE
2009,"Slovenia","Million euro","General hospitals",420.03,TRUE
2009,"Slovenia","Million euro","Mental health hospitals",51.01,TRUE
2009,"Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)",244.51,TRUE
2009,"Slovakia","Million euro","All providers of health care",932.1,TRUE
2009,"Slovakia","Million euro","Hospitals",444.73,TRUE
2009,"Slovakia","Million euro","General hospitals",420.03,TRUE
2009,"Slovakia","Million euro","Mental health hospitals",33.15,TRUE
2009,"Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)",1.04,TRUE
2009,"Finland","Million euro","All providers of health care",925.55,TRUE
2009,"Finland","Million euro","Hospitals",444.73,TRUE
2009,"Finland","Million euro","General hospitals",420.03,TRUE
2009,"Finland","Million euro","Mental health hospitals",7.48,FALSE
2009,"Finland","Million euro","Specialised hospitals (other than mental health hospitals)",59.84,TRUE
2009,"Sweden","Million euro","All providers of health care",932.1,TRUE
2009,"Sweden","Million euro","Hospitals",444.73,TRUE
2009,"Sweden","Million euro","General hospitals",420.03,TRUE
2009,"Sweden","Million euro","Mental health hospitals",436.46,TRUE
2009,"Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",59.84,TRUE
2009,"Iceland","Million euro","All providers of health care",939.05,TRUE
2009,"Iceland","Million euro","Hospitals",351.73,TRUE
2009,"Iceland","Million euro","General hospitals",351.73,TRUE
2009,"Iceland","Million euro","Mental health hospitals",0,TRUE
2009,"Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2009,"Liechtenstein","Million euro","All providers of health care",283.02,TRUE
2009,"Liechtenstein","Million euro","Hospitals",27.9,TRUE
2009,"Liechtenstein","Million euro","General hospitals",27.9,TRUE
2009,"Liechtenstein","Million euro","Mental health hospitals",0,TRUE
2009,"Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2009,"Norway","Million euro","All providers of health care",932.1,TRUE
2009,"Norway","Million euro","Hospitals",444.73,TRUE
2009,"Norway","Million euro","General hospitals",420.03,TRUE
2009,"Norway","Million euro","Mental health hospitals",436.46,TRUE
2009,"Norway","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2009,"Switzerland","Million euro","All providers of health care",932.1,TRUE
2009,"Switzerland","Million euro","Hospitals",444.73,TRUE
2009,"Switzerland","Million euro","General hospitals",420.03,TRUE
2009,"Switzerland","Million euro","Mental health hospitals",436.46,TRUE
2009,"Switzerland","Million euro","Specialised hospitals (other than mental health hospitals)",59.84,TRUE
2009,"United Kingdom","Million euro","All providers of health care",932.1,TRUE
2009,"United Kingdom","Million euro","Hospitals",444.73,TRUE
2009,"United Kingdom","Million euro","General hospitals",420.03,TRUE
2009,"United Kingdom","Million euro","Mental health hospitals",436.46,TRUE
2009,"United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",59.84,TRUE
2009,"Bosnia and Herzegovina","Million euro","All providers of health care",932.1,TRUE
2009,"Bosnia and Herzegovina","Million euro","Hospitals",475.8,TRUE
2009,"Bosnia and Herzegovina","Million euro","General hospitals",442.33,TRUE
2009,"Bosnia and Herzegovina","Million euro","Mental health hospitals",3.67,TRUE
2009,"Bosnia and Herzegovina","Million euro","Specialised hospitals (other than mental health hospitals)",29.79,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","All providers of health care",932.1,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Hospitals",557.22,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","General hospitals",459.91,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Mental health hospitals",376.49,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","All providers of health care",932.1,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Hospitals",557.22,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","General hospitals",459.91,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",376.49,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","All providers of health care",932.1,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Hospitals",557.22,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","General hospitals",459.91,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Mental health hospitals",376.49,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","All providers of health care",932.1,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Hospitals",557.22,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","General hospitals",459.91,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Mental health hospitals",376.49,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","All providers of health care",932.1,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Hospitals",557.22,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","General hospitals",459.91,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Mental health hospitals",376.49,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","All providers of health care",932.1,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Hospitals",557.22,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","General hospitals",459.91,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Mental health hospitals",376.49,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","All providers of health care",932.1,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Hospitals",557.22,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","General hospitals",459.91,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Mental health hospitals",376.49,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Belgium","Million euro","All providers of health care",59.84,TRUE
2010,"Belgium","Million euro","Hospitals",441.95,TRUE
2010,"Belgium","Million euro","General hospitals",418.67,TRUE
2010,"Belgium","Million euro","Mental health hospitals",59.79,TRUE
2010,"Belgium","Million euro","Specialised hospitals (other than mental health hospitals)",59.79,FALSE
2010,"Bulgaria","Million euro","All providers of health care",932.1,TRUE
2010,"Bulgaria","Million euro","Hospitals",557.22,TRUE
2010,"Bulgaria","Million euro","General hospitals",887.08,TRUE
2010,"Bulgaria","Million euro","Mental health hospitals",21.01,TRUE
2010,"Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)",249.81,TRUE
2010,"Czechia","Million euro","All providers of health care",932.1,TRUE
2010,"Czechia","Million euro","Hospitals",557.22,TRUE
2010,"Czechia","Million euro","General hospitals",459.91,TRUE
2010,"Czechia","Million euro","Mental health hospitals",173.28,TRUE
2010,"Czechia","Million euro","Specialised hospitals (other than mental health hospitals)",333.75,TRUE
2010,"Denmark","Million euro","All providers of health care",932.1,TRUE
2010,"Denmark","Million euro","Hospitals",441.95,TRUE
2010,"Denmark","Million euro","General hospitals",418.67,TRUE
2010,"Denmark","Million euro","Mental health hospitals",948.77,FALSE
2010,"Denmark","Million euro","Specialised hospitals (other than mental health hospitals)",0,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care",932.1,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Hospitals",557.22,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","General hospitals",459.91,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",376.49,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Estonia","Million euro","All providers of health care",932.1,FALSE
2010,"Estonia","Million euro","Hospitals",441.95,FALSE
2010,"Estonia","Million euro","General hospitals",418.67,FALSE
2010,"Estonia","Million euro","Mental health hospitals",2.44,FALSE
2010,"Estonia","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,FALSE
2010,"Ireland","Million euro","All providers of health care",932.1,TRUE
2010,"Ireland","Million euro","Hospitals",557.22,TRUE
2010,"Ireland","Million euro","General hospitals",459.91,TRUE
2010,"Ireland","Million euro","Mental health hospitals",267.18,TRUE
2010,"Ireland","Million euro","Specialised hospitals (other than mental health hospitals)",704.26,TRUE
2010,"Greece","Million euro","All providers of health care",774.2,TRUE
2010,"Greece","Million euro","Hospitals",441.95,TRUE
2010,"Greece","Million euro","General hospitals",418.67,TRUE
2010,"Greece","Million euro","Mental health hospitals",376.49,FALSE
2010,"Greece","Million euro","Specialised hospitals (other than mental health hospitals)",774.2,FALSE
2010,"Spain","Million euro","All providers of health care",925.55,TRUE
2010,"Spain","Million euro","Hospitals",557.22,TRUE
2010,"Spain","Million euro","General hospitals",459.91,TRUE
2010,"Spain","Million euro","Mental health hospitals",762.85,FALSE
2010,"Spain","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"France","Million euro","All providers of health care",925.55,TRUE
2010,"France","Million euro","Hospitals",441.95,TRUE
2010,"France","Million euro","General hospitals",418.67,TRUE
2010,"France","Million euro","Mental health hospitals",376.49,TRUE
2010,"France","Million euro","Specialised hospitals (other than mental health hospitals)",328.21,FALSE
2010,"Croatia","Million euro","All providers of health care",932.1,TRUE
2010,"Croatia","Million euro","Hospitals",557.22,TRUE
2010,"Croatia","Million euro","General hospitals",459.91,TRUE
2010,"Croatia","Million euro","Mental health hospitals",43.57,TRUE
2010,"Croatia","Million euro","Specialised hospitals (other than mental health hospitals)",96.01,TRUE
2010,"Italy","Million euro","All providers of health care",932.1,TRUE
2010,"Italy","Million euro","Hospitals",557.22,TRUE
2010,"Italy","Million euro","General hospitals",459.91,TRUE
2010,"Italy","Million euro","Mental health hospitals",376.49,TRUE
2010,"Italy","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Cyprus","Million euro","All providers of health care",557.22,TRUE
2010,"Cyprus","Million euro","Hospitals",557.22,FALSE
2010,"Cyprus","Million euro","General hospitals",459.91,FALSE
2010,"Cyprus","Million euro","Mental health hospitals",15.18,FALSE
2010,"Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)",82.13,FALSE
2010,"Latvia","Million euro","All providers of health care",932.1,TRUE
2010,"Latvia","Million euro","Hospitals",443.65,TRUE
2010,"Latvia","Million euro","General hospitals",344.77,TRUE
2010,"Latvia","Million euro","Mental health hospitals",35.8,TRUE
2010,"Latvia","Million euro","Specialised hospitals (other than mental health hospitals)",62.82,TRUE
2010,"Lithuania","Million euro","All providers of health care",706.57,TRUE
2010,"Lithuania","Million euro","Hospitals",706.57,FALSE
2010,"Lithuania","Million euro","General hospitals",593.13,FALSE
2010,"Lithuania","Million euro","Mental health hospitals",29.96,FALSE
2010,"Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)",83.47,FALSE
2010,"Luxembourg","Million euro","All providers of health care",932.1,TRUE
2010,"Luxembourg","Million euro","Hospitals",786.48,TRUE
2010,"Luxembourg","Million euro","General hospitals",692.88,TRUE
2010,"Luxembourg","Million euro","Mental health hospitals",40.98,TRUE
2010,"Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)",52.61,TRUE
2010,"Hungary","Million euro","All providers of health care",325.15,TRUE
2010,"Hungary","Million euro","Hospitals",557.22,TRUE
2010,"Hungary","Million euro","General hospitals",459.91,TRUE
2010,"Hungary","Million euro","Mental health hospitals",11.67,FALSE
2010,"Hungary","Million euro","Specialised hospitals (other than mental health hospitals)",325.15,FALSE
2010,"Malta","Million euro","All providers of health care",889.47,TRUE
2010,"Malta","Million euro","Hospitals",385.21,TRUE
2010,"Malta","Million euro","General hospitals",333.01,TRUE
2010,"Malta","Million euro","Mental health hospitals",25.38,TRUE
2010,"Malta","Million euro","Specialised hospitals (other than mental health hospitals)",25.49,TRUE
2010,"Netherlands","Million euro","All providers of health care",925.55,TRUE
2010,"Netherlands","Million euro","Hospitals",557.22,TRUE
2010,"Netherlands","Million euro","General hospitals",459.91,TRUE
2010,"Netherlands","Million euro","Mental health hospitals",376.49,TRUE
2010,"Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)",835.9,FALSE
2010,"Austria","Million euro","All providers of health care",932.1,TRUE
2010,"Austria","Million euro","Hospitals",557.22,TRUE
2010,"Austria","Million euro","General hospitals",459.91,TRUE
2010,"Austria","Million euro","Mental health hospitals",376.49,TRUE
2010,"Austria","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Poland","Million euro","All providers of health care",932.1,TRUE
2010,"Poland","Million euro","Hospitals",557.22,TRUE
2010,"Poland","Million euro","General hospitals",459.91,TRUE
2010,"Poland","Million euro","Mental health hospitals",420.95,TRUE
2010,"Poland","Million euro","Specialised hospitals (other than mental health hospitals)",484.43,TRUE
2010,"Portugal","Million euro","All providers of health care",925.55,TRUE
2010,"Portugal","Million euro","Hospitals",557.22,TRUE
2010,"Portugal","Million euro","General hospitals",459.91,TRUE
2010,"Portugal","Million euro","Mental health hospitals",146.83,FALSE
2010,"Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Romania","Million euro","All providers of health care",932.1,TRUE
2010,"Romania","Million euro","Hospitals",557.22,TRUE
2010,"Romania","Million euro","General hospitals",459.91,TRUE
2010,"Romania","Million euro","Mental health hospitals",67.96,TRUE
2010,"Romania","Million euro","Specialised hospitals (other than mental health hospitals)",298.3,TRUE
2010,"Slovenia","Million euro","All providers of health care",932.1,TRUE
2010,"Slovenia","Million euro","Hospitals",557.22,TRUE
2010,"Slovenia","Million euro","General hospitals",459.91,TRUE
2010,"Slovenia","Million euro","Mental health hospitals",51.01,TRUE
2010,"Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)",244.51,TRUE
2010,"Slovakia","Million euro","All providers of health care",932.1,TRUE
2010,"Slovakia","Million euro","Hospitals",557.22,TRUE
2010,"Slovakia","Million euro","General hospitals",459.91,TRUE
2010,"Slovakia","Million euro","Mental health hospitals",33.15,TRUE
2010,"Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)",1.04,TRUE
2010,"Finland","Million euro","All providers of health care",925.55,TRUE
2010,"Finland","Million euro","Hospitals",557.22,TRUE
2010,"Finland","Million euro","General hospitals",459.91,TRUE
2010,"Finland","Million euro","Mental health hospitals",6.35,FALSE
2010,"Finland","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Sweden","Million euro","All providers of health care",932.1,TRUE
2010,"Sweden","Million euro","Hospitals",557.22,TRUE
2010,"Sweden","Million euro","General hospitals",459.91,TRUE
2010,"Sweden","Million euro","Mental health hospitals",376.49,TRUE
2010,"Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Iceland","Million euro","All providers of health care",939.05,TRUE
2010,"Iceland","Million euro","Hospitals",351.73,TRUE
2010,"Iceland","Million euro","General hospitals",351.73,TRUE
2010,"Iceland","Million euro","Mental health hospitals",0,TRUE
2010,"Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2010,"Liechtenstein","Million euro","All providers of health care",283.02,TRUE
2010,"Liechtenstein","Million euro","Hospitals",27.9,TRUE
2010,"Liechtenstein","Million euro","General hospitals",27.9,TRUE
2010,"Liechtenstein","Million euro","Mental health hospitals",0,TRUE
2010,"Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2010,"Norway","Million euro","All providers of health care",932.1,TRUE
2010,"Norway","Million euro","Hospitals",557.22,TRUE
2010,"Norway","Million euro","General hospitals",459.91,TRUE
2010,"Norway","Million euro","Mental health hospitals",376.49,TRUE
2010,"Norway","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2010,"Switzerland","Million euro","All providers of health care",932.1,TRUE
2010,"Switzerland","Million euro","Hospitals",557.22,TRUE
2010,"Switzerland","Million euro","General hospitals",459.91,TRUE
2010,"Switzerland","Million euro","Mental health hospitals",376.49,TRUE
2010,"Switzerland","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"United Kingdom","Million euro","All providers of health care",932.1,TRUE
2010,"United Kingdom","Million euro","Hospitals",557.22,TRUE
2010,"United Kingdom","Million euro","General hospitals",459.91,TRUE
2010,"United Kingdom","Million euro","Mental health hospitals",376.49,TRUE
2010,"United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",20.84,TRUE
2010,"Bosnia and Herzegovina","Million euro","All providers of health care",932.1,TRUE
