"TIME","GEO","UNIT","ICHA11_HF","Value","Value_imp"
2009,"France","Million euro","All financing schemes",218751.88,FALSE
2009,"France","Million euro","Government schemes and compulsory contributory health care financing schemes",167421.58,FALSE
2009,"France","Million euro","Government schemes",10826.73,FALSE
2009,"France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",156594.85,FALSE
2009,"France","Million euro","Social health insurance schemes",156594.85,FALSE
2009,"Croatia","Million euro","All financing schemes",2907.78,TRUE
2009,"Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",2423.09,TRUE
2009,"Croatia","Million euro","Government schemes",86.03,TRUE
2009,"Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",2345.7,TRUE
2009,"Croatia","Million euro","Social health insurance schemes",2345.7,TRUE
2009,"Italy","Million euro","All financing schemes",142676,TRUE
2009,"Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",108258,TRUE
2009,"Italy","Million euro","Government schemes",107932,TRUE
2009,"Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",341,TRUE
2009,"Italy","Million euro","Social health insurance schemes",341,TRUE
2009,"Cyprus","Million euro","All financing schemes",1274.3,TRUE
2009,"Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,TRUE
2009,"Cyprus","Million euro","Government schemes",581.57,TRUE
2009,"Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",8.98,TRUE
2009,"Cyprus","Million euro","Social health insurance schemes",8.98,TRUE
2009,"Latvia","Million euro","All financing schemes",1290.77,TRUE
2009,"Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2009,"Latvia","Million euro","Government schemes",770.23,TRUE
2009,"Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2009,"Latvia","Million euro","Social health insurance schemes",0,TRUE
2009,"Lithuania","Million euro","All financing schemes",1981.24,FALSE
2009,"Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes",1435.62,FALSE
2009,"Lithuania","Million euro","Government schemes",213.47,FALSE
2009,"Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",1222.15,FALSE
2009,"Lithuania","Million euro","Social health insurance schemes",1222.15,FALSE
2009,"Luxembourg","Million euro","All financing schemes",2570.38,TRUE
2009,"Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes",2135.76,TRUE
2009,"Luxembourg","Million euro","Government schemes",98.47,TRUE
2009,"Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",2016.55,TRUE
2009,"Luxembourg","Million euro","Social health insurance schemes",2037.29,TRUE
2009,"Hungary","Million euro","All financing schemes",6832.62,FALSE
2009,"Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes",4669.12,FALSE
2009,"Hungary","Million euro","Government schemes",648.02,FALSE
2009,"Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",4021.09,FALSE
2009,"Hungary","Million euro","Social health insurance schemes",4021.09,FALSE
2009,"Malta","Million euro","All financing schemes",889.47,TRUE
2009,"Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",538.74,TRUE
2009,"Malta","Million euro","Government schemes",538.74,TRUE
2009,"Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2009,"Malta","Million euro","Social health insurance schemes",0,TRUE
2009,"Netherlands","Million euro","All financing schemes",62439.91,FALSE
2009,"Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes",51936.88,FALSE
2009,"Netherlands","Million euro","Government schemes",3346.62,FALSE
2009,"Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",48590.26,FALSE
2009,"Netherlands","Million euro","Social health insurance schemes",15775.13,FALSE
2009,"Austria","Million euro","All financing schemes",29454.88,FALSE
2009,"Austria","Million euro","Government schemes and compulsory contributory health care financing schemes",22120.5,FALSE
2009,"Austria","Million euro","Government schemes",9037.78,FALSE
2009,"Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",13082.72,FALSE
2009,"Austria","Million euro","Social health insurance schemes",13082.72,FALSE
2009,"Poland","Million euro","All financing schemes",25681.21,TRUE
2009,"Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",18146.08,TRUE
2009,"Poland","Million euro","Government schemes",2509.49,TRUE
2009,"Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",15752.23,TRUE
2009,"Poland","Million euro","Social health insurance schemes",15652.06,TRUE
2009,"Portugal","Million euro","All financing schemes",17332.44,FALSE
2009,"Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes",12118.96,FALSE
2009,"Portugal","Million euro","Government schemes",11937.08,FALSE
2009,"Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",181.89,FALSE
2009,"Portugal","Million euro","Social health insurance schemes",181.89,FALSE
2009,"Romania","Million euro","All financing schemes",6281.85,TRUE
2009,"Romania","Million euro","Government schemes and compulsory contributory health care financing schemes",4832.14,TRUE
2009,"Romania","Million euro","Government schemes",626.87,TRUE
2009,"Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",4205.27,TRUE
2009,"Romania","Million euro","Social health insurance schemes",4205.27,TRUE
2009,"Slovenia","Million euro","All financing schemes",3309.2,TRUE
2009,"Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",2376.22,TRUE
2009,"Slovenia","Million euro","Government schemes",118.98,TRUE
2009,"Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",2264.16,TRUE
2009,"Slovenia","Million euro","Social health insurance schemes",23474.9,TRUE
2009,"Slovakia","Million euro","All financing schemes",5550.07,TRUE
2009,"Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes",4143.16,TRUE
2009,"Slovakia","Million euro","Government schemes",371.58,TRUE
2009,"Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",3771.58,TRUE
2009,"Slovakia","Million euro","Social health insurance schemes",4435.09,TRUE
2009,"Finland","Million euro","All financing schemes",16650.25,FALSE
2009,"Finland","Million euro","Government schemes and compulsory contributory health care financing schemes",12906.95,FALSE
2009,"Finland","Million euro","Government schemes",10317.1,FALSE
2009,"Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",2589.85,FALSE
2009,"Finland","Million euro","Social health insurance schemes",2393.37,FALSE
2009,"Sweden","Million euro","All financing schemes",27603.75,FALSE
2009,"Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes",22769.63,FALSE
2009,"Sweden","Million euro","Government schemes",22769.63,FALSE
2009,"Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2009,"Sweden","Million euro","Social health insurance schemes",0,FALSE
2009,"Iceland","Million euro","All financing schemes",939.05,TRUE
2009,"Iceland","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2009,"Iceland","Million euro","Government schemes",750.62,TRUE
2009,"Iceland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2009,"Iceland","Million euro","Social health insurance schemes",0,TRUE
2009,"Liechtenstein","Million euro","All financing schemes",283.02,TRUE
2009,"Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",185.77,TRUE
2009,"Liechtenstein","Million euro","Government schemes",43.46,TRUE
2009,"Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",144.7,TRUE
2009,"Liechtenstein","Million euro","Social health insurance schemes",144.7,TRUE
2009,"Norway","Million euro","All financing schemes",34806.36,TRUE
2009,"Norway","Million euro","Government schemes and compulsory contributory health care financing schemes",29500.21,TRUE
2009,"Norway","Million euro","Government schemes",29500.21,TRUE
2009,"Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2009,"Norway","Million euro","Social health insurance schemes",0,TRUE
2009,"Switzerland","Million euro","All financing schemes",52119.65,TRUE
2009,"Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes",33776.92,TRUE
2009,"Switzerland","Million euro","Government schemes",11831.11,TRUE
2009,"Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",21945.8,TRUE
2009,"Switzerland","Million euro","Social health insurance schemes",2035.15,TRUE
2009,"United Kingdom","Million euro","All financing schemes",229998.79,TRUE
2009,"United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",182777.15,TRUE
2009,"United Kingdom","Million euro","Government schemes",182777.15,TRUE
2009,"United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2009,"United Kingdom","Million euro","Social health insurance schemes",0,TRUE
2009,"Bosnia and Herzegovina","Million euro","All financing schemes",1322.65,TRUE
2009,"Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",936.07,TRUE
2009,"Bosnia and Herzegovina","Million euro","Government schemes",29.05,TRUE
2009,"Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",907.03,TRUE
2009,"Bosnia and Herzegovina","Million euro","Social health insurance schemes",937.77,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","All financing schemes",1213033.52,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",946258.94,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Government schemes",348580.6,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",631557.62,TRUE
2010,"European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",24335.99,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","All financing schemes",1474601,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",1154213.92,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Government schemes",548836.45,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",631557.62,TRUE
2010,"European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",24335.99,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","All financing schemes",1471573.22,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",1151711.99,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Government schemes",548759.56,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",629007.28,TRUE
2010,"European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",24335.99,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","All financing schemes",1333671.16,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes",1047644.89,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Government schemes",509576.56,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",538068.33,TRUE
2010,"European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes",478171.07,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",1074381.4,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",836403.96,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes",277351.86,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",591585.75,TRUE
2010,"Euro area - 19 countries  (from 2015)","Million euro","Social health insurance schemes",24335.99,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","All financing schemes",1071957.52,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Government schemes and compulsory contributory health care financing schemes",834776.57,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Government schemes",277110.29,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",590111.93,TRUE
2010,"Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",24335.99,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","All financing schemes",1001514.67,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes",780126.57,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes",262928.63,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",519475.14,TRUE
2010,"Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",478171.07,TRUE
2010,"Belgium","Million euro","All financing schemes",37162.79,FALSE
2010,"Belgium","Million euro","Government schemes and compulsory contributory health care financing schemes",28272.65,FALSE
2010,"Belgium","Million euro","Government schemes",3918.23,FALSE
2010,"Belgium","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",24354.43,FALSE
2010,"Belgium","Million euro","Social health insurance schemes",24335.99,FALSE
2010,"Bulgaria","Million euro","All financing schemes",3003.51,TRUE
2010,"Bulgaria","Million euro","Government schemes and compulsory contributory health care financing schemes",1624.92,TRUE
2010,"Bulgaria","Million euro","Government schemes",350.12,TRUE
2010,"Bulgaria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",1274.8,TRUE
2010,"Bulgaria","Million euro","Social health insurance schemes",1274.8,TRUE
2010,"Czechia","Million euro","All financing schemes",12202.11,TRUE
2010,"Czechia","Million euro","Government schemes and compulsory contributory health care financing schemes",10050.99,TRUE
2010,"Czechia","Million euro","Government schemes",1466.1,TRUE
2010,"Czechia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",8584.89,TRUE
2010,"Czechia","Million euro","Social health insurance schemes",8718.68,TRUE
2010,"Denmark","Million euro","All financing schemes",25126.67,FALSE
2010,"Denmark","Million euro","Government schemes and compulsory contributory health care financing schemes",21076.18,FALSE
2010,"Denmark","Million euro","Government schemes",21076.18,FALSE
2010,"Denmark","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2010,"Denmark","Million euro","Social health insurance schemes",0,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","All financing schemes",284568,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes and compulsory contributory health care financing schemes",236887,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes",19296,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",217591,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes",194905,FALSE
2010,"Estonia","Million euro","All financing schemes",932.1,FALSE
2010,"Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes",711.45,FALSE
2010,"Estonia","Million euro","Government schemes",101.75,FALSE
2010,"Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",609.7,FALSE
2010,"Estonia","Million euro","Social health insurance schemes",609.7,FALSE
2010,"Ireland","Million euro","All financing schemes",18505.51,TRUE
2010,"Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes",13233.25,TRUE
2010,"Ireland","Million euro","Government schemes",13177.04,TRUE
2010,"Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2010,"Ireland","Million euro","Social health insurance schemes",0,TRUE
2010,"Greece","Million euro","All financing schemes",21508.34,FALSE
2010,"Greece","Million euro","Government schemes and compulsory contributory health care financing schemes",14820.52,FALSE
2010,"Greece","Million euro","Government schemes",6475.43,FALSE
2010,"Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",8345.08,FALSE
2010,"Greece","Million euro","Social health insurance schemes",8345.08,FALSE
2010,"Spain","Million euro","All financing schemes",97815.78,FALSE
2010,"Spain","Million euro","Government schemes and compulsory contributory health care financing schemes",72817.9,FALSE
2010,"Spain","Million euro","Government schemes",68754.01,FALSE
2010,"Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",4063.9,FALSE
2010,"Spain","Million euro","Social health insurance schemes",4063.9,FALSE
2010,"France","Million euro","All financing schemes",224272.75,FALSE
2010,"France","Million euro","Government schemes and compulsory contributory health care financing schemes",171096.66,FALSE
2010,"France","Million euro","Government schemes",11026.33,FALSE
2010,"France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",160070.34,FALSE
2010,"France","Million euro","Social health insurance schemes",160070.34,FALSE
2010,"Croatia","Million euro","All financing schemes",2907.78,TRUE
2010,"Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",2423.09,TRUE
2010,"Croatia","Million euro","Government schemes",86.03,TRUE
2010,"Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",2345.7,TRUE
2010,"Croatia","Million euro","Social health insurance schemes",2345.7,TRUE
2010,"Italy","Million euro","All financing schemes",142676,TRUE
2010,"Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",108258,TRUE
2010,"Italy","Million euro","Government schemes",107932,TRUE
2010,"Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",341,TRUE
2010,"Italy","Million euro","Social health insurance schemes",341,TRUE
2010,"Cyprus","Million euro","All financing schemes",1265.08,FALSE
2010,"Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes",583.7,FALSE
2010,"Cyprus","Million euro","Government schemes",575.04,FALSE
2010,"Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",8.66,FALSE
2010,"Cyprus","Million euro","Social health insurance schemes",8.66,FALSE
2010,"Latvia","Million euro","All financing schemes",1290.77,TRUE
2010,"Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2010,"Latvia","Million euro","Government schemes",770.23,TRUE
2010,"Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2010,"Latvia","Million euro","Social health insurance schemes",0,TRUE
2010,"Lithuania","Million euro","All financing schemes",1910.39,FALSE
2010,"Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes",1369.99,FALSE
2010,"Lithuania","Million euro","Government schemes",197.75,FALSE
2010,"Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",1172.24,FALSE
2010,"Lithuania","Million euro","Social health insurance schemes",1172.24,FALSE
2010,"Luxembourg","Million euro","All financing schemes",2570.38,TRUE
2010,"Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes",2135.76,TRUE
2010,"Luxembourg","Million euro","Government schemes",98.47,TRUE
2010,"Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",2016.55,TRUE
2010,"Luxembourg","Million euro","Social health insurance schemes",2037.29,TRUE
2010,"Hungary","Million euro","All financing schemes",7431.57,FALSE
2010,"Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes",4987.04,FALSE
2010,"Hungary","Million euro","Government schemes",606.83,FALSE
2010,"Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",4380.22,FALSE
2010,"Hungary","Million euro","Social health insurance schemes",4380.22,FALSE
2010,"Malta","Million euro","All financing schemes",889.47,TRUE
2010,"Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",538.74,TRUE
2010,"Malta","Million euro","Government schemes",538.74,TRUE
2010,"Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2010,"Malta","Million euro","Social health insurance schemes",0,TRUE
2010,"Netherlands","Million euro","All financing schemes",64910.43,FALSE
2010,"Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes",54119.77,FALSE
2010,"Netherlands","Million euro","Government schemes",3336.93,FALSE
2010,"Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",50782.84,FALSE
